IngredientId,Qty,Uom,Conversion,InvFactor,Recipe,Description
I-36044,1,ea,1,1,R-41331,BOB'S RED Oatmeal Cups Classic
I-21400,1,CT,1,1,R-41334,VITA SOY PLAIN
I-47063,1,each,1,1,R-41527,BAR KIND PB Dark Chocolate
I-2768,1,CT,1,1,R-41669,SAMOSA BEEF 
I-35767,1,each,1,1,R-41684,BAR KIND CHOC/ALMOND SEA SALT
I-41738,1,each,1,1,R-41896,JUICE PEACH*SIMPLY 340ml
I-5168,1,pak,1,1,R-41927,SPICY SHRIMP MANGO ROLL
I-2809,1,CT,1,1,R-41931,SOYBEAN ROASTED BBQ
I-41801,1,ea,1,1,R-42323,BAR KIND BLUEBRY VAN CASHEW 
I-41802,1,ea,1,1,R-42326,BAR KIND CASHW RASPBY CHIA
I-2778,1,CT,1,1,R-42345,CHEESECAKE CHOCOLATE TRUFFLE
I-32227,0.5,ea,1,1,R-42485,YOGURT GREEK ALT BLUEBERRY
I-32229,0.5,ea,1,1,R-42485,YOGURT GREEK ALT STRAWBERRY 
I-32226,0.5,ea,1,1,R-42486,YOGURT GREEK ALT BLACKCHERRY 
I-32228,0.5,ea,1,1,R-42486,YOGURT GREEK ALT PEACH 
I-2199,1,CT,1,1,R-42604,YOGURT FLDBRY STIRRED 175G 
I-11662,1,CT,1,1,R-42605,YOGURT PEACH 175G STIRRED
I-2198,1,CT,1,1,R-42606,YOGURT STRAWBERRY STIRRED 175G
I-14189,1,CT,1,1,R-42608,YOGURT BLUEBERRY 175G
I-42615,0.4,ea,1,1,R-42824,MORNING ROUND APPLECINN 6/450G
I-42616,0.4,ea,1,1,R-42824,MORNING ROUND CRAN ORNG 6/450G
I-42617,0.2,ea,1,1,R-42824,MORNING ROUND MUESLI 6/450G
I-42770,1,CT,1,1,R-42826,VITA JASMINE TEA UNSWT
I-42769,1,CT,1,1,R-42827,VITA GREEN TEA UNSWT 
I-42798,1,BAR,1,1,R-43012,POPSICLE MINIONS
I-42797,1,BAR,1,1,R-43013,KLONDIKE COOKIES & CREAM SANDW
I-43238,1,each,1,1,R-43301,DONUT CHURRO*
I-44008,1,each,1,1,R-44178,BLACK DIAMOND Cheddar Slices
I-1142,1,CT,1,1,R-44828,TORTILLA FLOUR*10IN
I-45529,1,each,1,1,R-45735,G&G|Salad|Super Food w/salm
I-26652,1,ea,1,1,R-45849,COOKIE GF ALMONDD BUTTER
I-43622,1,each,1,1,R-45857,KASHI BAR DK CHOC ESPRESSO NUT
I-43623,1,each,1,1,R-45858,KASHI BAR CHOC BANANA GRAN NUT
I-43624,1,ea,1,1,R-45859,KASHI BAR RASP DK CHOC HZLNUT 
I-43625,1,each,1,1,R-45860,KASHI BAR PISTACHIO LEMON FIG
I-45901,1,each,1,1,R-45957,SNACK BITES CHOCOLATE COCONUT 
I-1656,1,bottle,1,1,R-46219,WATER EVIAN 12/1L 
I-14020,1,CT,1,1,R-46223,WATER COCONUT ZICO ORIGINAL
I-62849,0.25,ea,1,1,R-46225,CK|BS|Muffin|Seasonal|6ea.
I-62850,0.25,ea,1,1,R-46225,CK|BS|Muffin|Morn Glory| 6ea.
I-62853,0.25,ea,1,1,R-46225,CK|BS|Muffin|FruitMedley| 6ea.
I-62855,0.25,ea,1,1,R-46225,CK|BS|Muffin|SeededCarrot|6ea.
I-45533,1,ea,1,1,R-46314,G&G|Pot|Matcha Chia
I-45531,1,each,1,1,R-46315,G&G|Pot|Overnight Quinoa
I-3505,0.33,PTN,1,1,R-46316,SAUCE BBQ PORT
I-3518,0.34,PTN,1,1,R-46316,SAUCE HONEY MUSTARD PORT
I-3556,0.33,PTN,1,1,R-46316,SAUCE SWEET AND SOUR PORT
I-1655,1,bottle,1,1,R-46379,WATER EVIAN 500ML
I-43249,1,bottle,1,1,R-46380,WATER FRUIT 500ML BLACK CHERRY
I-43250,1,bottle,1,1,R-46381,WATER FRUIT 500ML PEACH MANGO
I-47180,1,bottle,1,1,R-46388,WATER SPARKLING SMART
I-46612,1,ea,1,1,R-46743,G&G|Pot|Pumpkin Pie Chia
I-45530,1,ea,1,1,R-46818,G&G|Salad|Super Food
I-65887,1,each,1,1,R-46845,BUN BAO*STEAMED WHITE
I-45910,1,ea,1,1,R-47022,G&G-Sand Veggie Delight 
I-46611,1,ea,1,1,R-47092,BS|Tart|Pumpkin 6ea
I-41800,1,ea,1,1,R-47459,BAR KIND ALMOND & COCONUT
I-47433,1,pak,1,1,R-47460,ROLL FESTIVE CRUNCH
I-1727,1,710ml,1,1,R-47461,POWERADE ZERO MIX BERRY
I-46903,1,ea,1,1,R-47465,POWERADE ZERO FRUIT PUNCH 710m
I-11672,1,bottle,1,1,R-47477,WATER DASANI SPARKLING LIME
I-46907,0.37,ea,1,1,R-47480,Brownies-Blackbean Square 6ea
I-28914,3,each,1,1,R-47538,GYOZA VEGETABLE
I-49371,1,CT,1,1,R-47663,SUSHI Shrimp Temp Cali Crunch
I-42900,1,ea,1,1,R-47717,WASABI-ME
I-46830,1,ea,1,1,R-48241,TIRAMISU RONDINE
I-2771,1,CT,1,1,R-48242,SAMOSA VEGGIE 
I-53846,1,414ML,1,1,R-48633,CORE POWER STRAW BAN 414ML
I-48731,1,ea,1,1,R-48895,VAL|Cookies Ginger Bear 6ea
I-48727,1,ea,1,1,R-48912,VAL|G&G|Val Chia Pudding
I-48730,1,ea,1,1,R-49301,VAL|Cookies Heart
I-1779,1,pak,1,1,R-49312,HOT CHOC LT INST PORT
I-41805,1,each,1,1,R-49316,BAR KIND CARAMEL ALMOND
I-49595,1,each,1,1,R-49713,COOKIE SUGAR SHAMROCK SHAPE 
I-22870,1,ea,1,1,R-49714,HUMMUS ORIGINAL SNACK
I-49669,1,BAR,1,1,R-49737,MAGNUM STRAWBERRIES & CREAM
I-41809,1,ea,1,1,R-49800,BAR KIND DKCHOC CHERRY CASHEW
I-11362,1,CT,1,1,R-49813,MILK CHOC 1% 473ml
I-42619,1,ea,1,1,R-50027,PITA POCKT*THIN
I-69988,1,each,1,1,R-50702,BURGER VEG*BLACK BEAN SPICY
I-65946,1,each,1,1,R-52215,HOT DOG BRIOCHE BUN
I-1227,1,ea,1,1,R-52741,CROISSANT PLAIN LARGE
I-7172,1,CT,1,1,R-52742,CROISSANT ALMOND EACH
I-1174,1,CT,1,1,R-52743,CROISSANT CHEESE. EACH
I-1177,1,CT,1,1,R-52744,CROISSANT CHOCOLATE 
I-29232,1,ea,1,1,R-52747,BUN|Cinnamon |LG 6ea|Unbake
I-1166,1,CT,1,1,R-52749,DANISH BLUEBERRY CUSTARD 
I-63006,1,ea,1,1,R-52749,DANISH CROWN RASPBERRY
I-47655,1,ea,1,1,R-52750,PASTRY ALMOND PEAR
I-53847,1,414ML,1,1,R-52790,CORE POWER CHOCO 414ML
I-19298,1,bottle,1,1,R-52791,CORE POWER VANIL 414ml
I-1283,1,CT,1,1,R-52792,BROWNIE CHOCOLATE (6 PACK)
I-19681,1,CT,1,1,R-52793,"CROISSANT SPINCH, RED PEP FETA"
I-37122,1,ea,1,1,R-52794,G&G|Pot|Chia Pudding
I-45659,1,ea,1,1,R-52795,G&G|Pot|Yogurt Berries
I-37114,1,ea,1,1,R-52796,G&G|Salad|Fiesta w/Chicken
I-28677,1,ea,1,1,R-52797,G&G|Salad|Nicoise 
I-37136,1,ea,1,1,R-52799,G&G|Sand|Bacon Tomato
I-37134,1,ea,1,1,R-52800,G&G|Sand|Chicken Cranchier
I-39063,1,ea,1,1,R-52802,G&G|BWrap|Mediterranean
I-39064,1,ea,1,1,R-52804,G&G|BWrap|Ham & Cheese
I-63002,0.5,ea,1,1,R-52808,BISCOTTI APRICOT WTE CHOCO
I-63003,0.5,ea,1,1,R-52808,BISCOTTI CHOCO CARAM
I-52636,1,ea,1,1,R-52930,COFFEE COLD BREW FLASH MOCHA
I-52609,1,ea,1,1,R-52932,COFFEE COLD BREW FLASH BLACK 
I-41807,1,ea,1,1,R-52937,BAR KIND HNY RSTD NUTS SALT
I-3754,1,CT,1,1,R-52938,BAR KIND FRUIT & NUT  
I-52132,1,ea,1,1,R-53004,G&G|Salad Cobb
I-52131,1,ea,1,1,R-53005,G&G|Salad Cobb w/Chicken
I-53017,1,pak,1,1,R-53020,SPREAD ALMOND 
I-52259,1,ea,1,1,R-53022,WATER FRESCA PEACH CITRUS
I-52258,1,ea,1,1,R-53023,WATER FRESCA GRAPEFRUIT
I-52260,1,ea,1,1,R-53026,WATER FRESCA BLACK CHERR CIT
I-53632,1,ea,1,1,R-53027,SNACK LENTILS LIGHT SALT 140G
I-32265,3,ea,1,1,R-53045,CORN/SHRIMP PORK BALL OW
I-52151,1,pak,1,1,R-53046,RICE BOWL SPICY KOREAN SHRIMP
I-53032,1,ea,1,1,R-53122,SNACK LENTILS BARBECUE
I-52697,1,each,1,1,R-53123,OAT MILK LATTE - BLACK
I-52707,1,each,1,1,R-53124,WATER SMART SPARKLING STRW ORG
I-37128,1,ea,1,1,R-53125,G&G- Dip Hummus Beet
I-28689,1,ea,1,1,R-53137,G&G|Pot|Wild Berry
I-53146,1,pak,1,1,R-53154,SUSHI TOKYO COMBO
I-52771,1,each,1,1,R-53488,WATER SMART SPARKLING FUJI 
I-52126,1,ea,1,1,R-53520,KIND Chia Apple Mango
I-37115,1,ea,1,1,R-53521,G&G|Salad|Fiesta
I-28678,1,ea,1,1,R-53525,G&G- Salad Mediterranean Chop
I-52773,1,each,1,1,R-53526,WATER SMART SPARKLING RASPB 
I-53557,1,CT,1,1,R-53609,VITA  OOLONG TEA UNSWEET
I-53574,1,CT,1,1,R-53610,VITA  CHRYST TEA UNSWEET
I-52931,1,ea,1,1,R-53611,KASHI ENERGY BAR VARIETY PACK
I-54772,1,ea,1,1,R-53711,SNACK HUMMUS GARLIC W/ CRACK
I-54771,1,ea,1,1,R-53723,SNACK HUMMUS RED PEPPER W/CRAC
I-49320,12,ea,1,1,R-53927,BUN SLIDER WHOLE WHEAT
I-53630,1,ea,1,1,R-53934,SNACK LENTILS BBQ 140G
I-16353,2,CT,1,1,R-53935,BEEF JERKY ORIGINAL 30G
I-21263,1,ea,1,1,R-53935,SALSA OD MILD 430ml
I-61409,1,pak,1,1,R-53935,WF Popcorn Microwave Butter
I-1047,12,CT,1,1,R-53939,HOT DOG SLIDER SLCD FZN
I-37129,1,ea,1,1,R-54006,G&G|Sand|Salmon Salad
I-37110,1,ea,1,1,R-54187,G&G|Salad|Med Chickpea w/sal
I-3247,1,each,1,1,R-54188,PICKLE DILL WHL KOSHER W/GARL
I-53031,1,ea,1,1,R-54197,SNACK LENTILS LIGHTLY SALTED
I-53631,1,ea,1,1,R-54208,SNACK LENTILS S&V 140G
I-54075,1,each,1,1,R-54243,INNO COCO SUPER SEED
I-54077,1,each,1,1,R-54244,INNO COCO CRAN & NUT
I-54182,1,each,1,1,R-54261,BS|Xmas|Cookies Snowflake 6ea
I-28697,1,ea,1,1,R-54281,BURGER QUINOA YAM
I-28745,1,ea,1,1,R-54283,HAMBURGER GF WHOLE WHT
I-3906,1,CT,1,1,R-54283,PORK RIB PATTY CKD BNLS FZN
I-1635,1,CT,1,1,R-54354,COKE ZERO 355ML
I-19694,1,pak,1,1,R-54453,RICE BOWL CHICKEN HONEY GARLIC
I-42901,1,ea,1,1,R-54726,SNACK WHOLESOME YOGI
I-42898,1,ea,1,1,R-54727,SNACK HEARTY TAMARI
I-45536,1,ea,1,1,R-54795,G&G-HMR Meat Ball & Pasta
I-33776,1,CT,1,1,R-54843,TERIYAKI BOWL WILD PINK SALMON
I-18791,3,CT,1,1,R-54877,CORN DOG MINI
I-41803,1,ea,1,1,R-54977,BAR KIND ALMOND MINT DARK CHOC
I-42899,1,ea,1,1,R-55022,MAPLE PRALINE ALMONDS
I-54838,1,ea,1,1,R-55069,Valentine GF Sandwich Cookies
I-48618,1,ea,1,1,R-55070,VALENTINE COOKIES HEART 
I-48619,1,ea,1,1,R-55145,VALENTINE CAKE COCO HEART 
I-54298,1,BAR,1,1,R-55146,BAR SOLO-CHOC BROWNIE
I-3914,0.1,CT,1,1,R-55164,HOT DOG*VEG 7IN 5/LB FZN TFC
I-55065,1,each,1,1,R-55359,BLK DIAMOND CHEESESTRING CHED
I-32083,1,BAR,1,1,R-55471,BAR SOLO-PEANUT CARAMEL SALT
I-52640,1,ea,1,1,R-55584,OAT ORG DRINK 250ML
I-52638,1,ea,1,1,R-55606,OAT CHOC*DRINK 250ML
I-55553,3.15,each,1,1,R-55608,TRIBE ACV TROPICAL BLEND DRINK
I-55555,1,each,1,1,R-55618,TRIBE ACV GINGER PEACH DRINK
I-55554,1,each,1,1,R-55619,TRIBE ACV BLKBERRY DRINK
I-55672,1,ea,1,1,R-55673,POPCORN SKINNY ORIG 18G
I-41808,1,ea,1,1,R-55674,BAR KIND MAPLE GLAZED PECAN
I-37123,1,ea,1,1,R-55729,G&G|HMR|Salmon
I-17692,0.2,ea,1,1,R-55816,YOGURT SOY BLUEBERRY
I-36996,0.8,ea,1,1,R-55817,"SANDWICH BACON, CHEDD & TOMATO"
I-37131,1,ea,1,1,R-55832,G&G|Dip|Hummus
I-47779,1,ea,1,1,R-55837,WATER SMART 1L 
I-34618,1,ea,1,1,R-55862,EASTER|Hot Cross Bun 6ea
I-57484,1,each,1,1,R-56127,AHA WATER SP PEACH HONEY PET  
I-56025,1,each,1,1,R-56130,AHA WATER SP WATERMLN LIME PET
I-56022,1,each,1,1,R-56138,WATER SPARKLING BLUEB POM CA
I-55666,1,6 pk,1,1,R-56139,EASTER|Sugar Cookies  6ea
I-34617,1,ea,1,1,R-56141,EASTER|Egg Cookies  6ea
I-56023,1,each,1,1,R-56142,AHA WATER SPARKLING PEACH HNY 
I-53014,1,ea,1,1,R-56320,COFFEE ICE TM HRTN DBL DBL
I-24123,2,ea,1,1,R-56916,BRIOCHE BUN SLIDER 
I-30152,1,slice,1,1,R-57054,CHEESE CHED SLICED 24 CASE 
I-70737,1,ea,1,1,R-57158,FOCACCIA SAND BUN SLICED
I-57481,1,each,1,1,R-58207,AHA WATER SP BLUEB POM PET 
I-57538,1,each,1,1,R-58276,SMOOTHIE EXTREME C FRUIT
I-61295,0.25,CT,1,1,R-61299,ALMOND BREEZE CHOC 240 ML
I-61294,0.25,CT,1,1,R-61300,ALMOND BREEZE VAN UNSWT 240 ML
I-2786,1,CT,1,1,R-61988,SPANAKOPITA KRONOS
I-63874,1,CT,1,1,R-62274,BUN HOT*DOG 6.5IN CLASSI
I-33987,1,bottle,1,1,R-63532,COKE ZERO CHERRY 500ML
I-61327,1,bottle,1,1,R-63533,COKE DIET XTRA TOAST VAN 500ML
I-63055,1,bottle,1,1,R-63534,COKE DIET BLACKBERRY 500ML
I-63089,1,ea,1,1,R-63578,WATER SMART SPORT 700ML
I-63548,1,ea,1,1,R-63579,POWERADE ZERO BLUE RASP 710ML
I-63025,1,ea,1,1,R-63580,CHIP LAY BBQ BKD
I-3213,1,bag,1,1,R-63585,CHIP SUN FRENCH ONION TFC
I-3215,1,bag,1,1,R-63586,CHIP SUN HARVEST CHED TFC
I-3214,1,bag,1,1,R-63587,CHIP SUN GARDEN SALSA TFC
I-19700,1,pak,1,1,R-63589,DUMPLING PORK JAPANESE 5PC
I-63631,1,BAR,1,1,R-63643,BAR KELLOG PROTIEN BLUEBERR
I-63632,1,BAR,1,1,R-63644,BAR KELLOG*PROTIEN COCONUT CHO
I-63633,1,BAR,1,1,R-63645,BAR KELLOG PROTIEN PNT BUTT CH
I-63636,1,ea,1,1,R-63649,VITA CEYLON TEA UNSWEET
I-62999,1,ea,1,1,R-63650,BROWNIE GF BELGIAN 
I-41804,1,ea,1,1,R-63651,BAR KIND ALMOND MOCHA DK CHOC
I-63749,1,414ML,1,1,R-63859,CORE POWER CHOC ELITE
I-61328,1,bottle,1,1,R-63861,COKE ZERO VAN 500ML
I-2769,1,CT,1,1,R-64149,SAMOSA CHICKEN 
I-62865,1,ea,1,1,R-64150,CK|G&G|HMR|Chickpea Curry.
I-64232,1,ea,1,1,R-64235,SNACK PRETZELS
I-64233,1,ea,1,1,R-64236,CHIP LAY POTATO BKD
I-64234,1,414ML,1,1,R-64237,CORE POWER BANANA 414ML
I-16436,1,pak,1,1,R-64288,MOUNTAIN MIX - SIERRA 
I-20102,1,bag,1,1,R-64289,CRACKER RICE
I-47441,1,ea,1,1,R-64290,JAMAICAN PATTY SPICY
I-47310,1,ea,1,1,R-64295,WATER VITAMIN ZERO SQUEEZED
I-1837,1,bottle,1,1,R-64298,WATER COCONUT*BUDHA
I-38713,1,CT,1,1,R-64300,COOKIE PUMPKIN SUGAR
I-42879,1,each,1,1,R-64311,YERBA MATE UNSWEETENED TERERE
I-1741,1,340ML,1,1,R-64329,V8 VEG COCKTAIL
I-1284,1,CT,1,1,R-64330,DATE SQUARE GF
I-52112,1,bag,1,1,R-64331,DDP MANGO THAILAND 80g
I-20108,1,bag,1,1,R-64332,DAN D PAK YOGURT RAISINS
I-63679,0.5,ea,1,1,R-64338,BUTTERHORNS EACH
I-63681,0.5,ea,1,1,R-64338,COPENHAGEN EACH
I-63686,0.33,ea,1,1,R-64340,PIES HANDPIE CHERRY EACH
I-63687,0.33,ea,1,1,R-64340,PIES HANDPIE BLUEBERRY EACH
I-63688,0.33,ea,1,1,R-64340,PIES HANDPIE APPLE EACH
I-63698,1,ea,1,1,R-64341,GOUDA BOMBS EACH
I-20111,1,bag,1,1,R-64342,RAINBOW SNACK MIX
I-64348,1,each,1,1,R-64349,CHEESECAKE PUMPKIN
I-64302,1,ea,1,1,R-64350,TART FRUIT FRESH EACH
I-63692,1,ea,1,1,R-64352,PIE BEEF EACH
I-64296,1,ea,1,1,R-64356,SANDWICH TURKEY BACON LET
I-9345,1,CT,1,1,R-64357,PRETZEL EACH
I-64362,1,each,1,1,R-64368,SLIM LEMON GF VEGAN
I-64361,1,each,1,1,R-64369,SLIM COCOA GF
I-64360,1,each,1,1,R-64370,SLIM CRANBERRY ORANGE GF
I-60505,1,CT,1,1,R-64371,BAR PEANUT BUTTER GF/VEGAN
I-64327,1,each,1,1,R-64372,SODA KARMA PEACH
I-64328,1,each,1,1,R-64373,SODA KARMA PEAR
I-64326,1,each,1,1,R-64374,SODA KARMA APPLE
I-63867,1,each,1,1,R-64759,CHIP PITA SIMPLY NAKED TFC
I-63017,1,ea,1,1,R-64760,WATER SMART ANTIOXID
I-63090,1,ea,1,1,R-64761,WATER SMART ALKALINE
I-64479,1,each,1,1,R-64763,SODA KARMA BERRY
I-64480,1,each,1,1,R-64764,SODA KARMA CHERRY
I-64876,1,each,1,1,R-64843,TMRW BURGER PATTIES VEGAN
I-64826,1,each,1,1,R-64846,PEAS ROASTED KETCHUP 90G
I-64848,1,each,1,1,R-64855,JUICE ORANGE OASIS 300ML
I-64847,1,each,1,1,R-64856,JUICE APPLE OASIS 300ML
I-64914,1,each,1,1,R-64979,SNACK ENERGII BITE COCOA 
I-63683,1,ea,1,1,R-65464,BISCUITS HAM&CHEESE EA
I-48147,1,ea,1,1,R-65509,MELONA Mango Bars
I-65518,1,each,1,1,R-65529,MELONA MELON
I-65519,1,each,1,1,R-65530,MELONA STRAWBERRY
I-65520,1,each,1,1,R-65531,MELONA BANANA
I-1930,1,CT,1,1,R-65533,COOKIE CHOCOLATES CHUNK
I-60974,1,each,1,1,R-65918,CUPCAKE GF VEGAN  RASPBRY CHOC
I-61562,1,BAR,1,1,R-66056,MAGNUM DK CHOCO TRUFFLE
I-50028,1,each,1,1,R-66472,ICE TEA*GREEN PEACH GOLD PEAK
I-65607,1,BAR,1,1,R-66473,KLONDIKE MAPLE KRUNCH DONUT
I-66919,1,slice,1,1,R-67007,ROLLS JELLY RASP/LEMON/ASST
I-61422,1,each,1,1,R-67027,COOKIE GINGERBREAD PAINTED
I-66292,1,bottle,1,1,R-67590,STARLIGHT ZERO SOFT DRINK
I-68966,1,slice,1,1,R-69075,CHEESE SLCD VEGAN VIOLIFE
I-41371,0.5,ea,1,1,R-71573,"QUICHE 4.25"" ASPAR & ASIAGO"
I-41375,0.5,ea,1,1,R-71574,"QUICHE 4.25"" BROC & CHEDDAR"
I-41372,0.5,ea,1,1,R-71575,"QUICHE 4.25"" RED PEPP & CHEESE"
I-1151,1,CT,1,1,R-71747,TORTILLA FLOUR*W/WHEAT 10IN
