Category,Displayed Name,ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g,GHG Only Label,Combined Label,RED,YELLOW,GREEN
Fresh Fare PM , King Oyster bowl,R-64398,FF|Bowl|OysterMushroom|AAD,SPECIALS,355,390.2478813,2.386571527,0.599606187,165.76,963.37,109.93,0.67,46.69,271.37,0.17,Green,Green,,,TRUE
Grill AM , Asparagus poached eggs bowl,R-61859,FF|Bowl|Poached Egg Asparagus,GV FRESH FARE DAY,390,901.0475817,7.703609613,1.53863649,218.88,2697.4,231.04,1.98,56.12,691.64,0.39,Yellow,Yellow,,TRUE,
Fresh Fare AM , Zucchini poached egg bowl,R-65761,FF|Bowl|Poached Egg Zuc.|AAD,GV FRESH FARE DAY,410,854.7161476,7.463972072,1.447164054,217.29,2571.29,208.47,1.82,53,627.14,0.35,Yellow,Green,,,TRUE
Fresh Fare AM , Polenta Bowl,R-35341,FF|Bowl|Polenta|AAD,OK - SIDES,265,748.4005423,6.422911125,1.190110181,64.28,3419.03,282.42,2.42,24.26,1290.2,0.45,Yellow,Yellow,,TRUE,
Fresh Fare PM , Roasted squash bowl,R-50333,FF|Bowl|Roasted squash|AAD,GV FRESH FARE DAY,375,373.9556988,2.356634361,0.812781892,102.05,724.98,99.72,0.63,27.21,193.33,0.22,Green,Green,,,TRUE
Fresh Fare AM , Salsa verde Scramble,R-65513,FF|Bowl|Salsa scramble|AAD,GV FRESH FARE BREAKFAST,375,928.2154369,11.24895388,2.553462287,108.16,3342.38,247.52,3,28.84,891.3,0.68,Yellow,Yellow,,TRUE,
Fresh Fare PM , Thai coconut bowl,R-40621,FF|Bowl|Thai Coconut|AAD,GV FRESH FARE DAY,383,341.1491459,2.036569399,0.6176497,101.65,521.62,89.07,0.53,26.54,136.19,0.16,Green,Green,,,TRUE
Fresh Fare AM , White bean breakfast bowl,R-51215,FF|Bowl|White bean breaky|AAD,GV FRESH FARE BREAKFAST,415,896.2729658,7.118673363,2.059850696,170.2,3268.38,215.97,1.72,41.01,787.56,0.5,Yellow,Yellow,,TRUE,
Fresh Fare PM , Brussel sprout pasta,R-56895,FF|Brussel Sprout Pasta|AAD,OK - GLOBAL KITCHEN ,337,710.7595357,4.305411353,2.171377333,100.52,4918.67,210.91,1.28,29.83,1459.55,0.64,Yellow,Yellow,,TRUE,
Fresh Fare AM , Overnight Oats Apple Cin,R-61853,FF|Overnight oats|AppleCin|AAD,GV FRESH FARE BREAKFAST,370,452.9633479,1.2689475,1.172334761,124.2,5476.81,122.42,0.34,33.57,1480.22,0.32,Green,Green,,,TRUE
Fresh Fare AM , Overnight Oats Banana,R-61855,FF|Overnight oats|Bannana|AAD,GV FRESH FARE BREAKFAST,350,448.0750376,1.377729435,1.139158172,136.21,6703.13,128.02,0.39,38.92,1915.18,0.33,Green,Yellow,,TRUE,
Fresh Fare AM , Overnight Oats Blackberry,R-66411,FF|Overnight oats|black|AAD,GV FRESH FARE BREAKFAST,390,538.7968156,1.490358007,1.181076224,157.4,7553.88,138.15,0.38,40.36,1936.89,0.3,Green,Yellow,,TRUE,
Fresh Fare AM , Overnight Oats Strawberry,R-69124,FF|Overnight oats|straw|AAD,GV FRESH FARE BREAKFAST,365,480.5490609,1.399813585,1.149891893,144.59,7040.49,131.66,0.38,39.61,1928.9,0.32,Green,Yellow,,TRUE,
Fresh Fare PM , Artichoke Penne,R-47827,FF|Pasta|Artichoke Penne|AAD,GV FRESH FARE FEATURE,347,856.3441705,8.458465902,1.589650641,145.65,6022.49,246.79,2.44,41.97,1735.59,0.46,Yellow,Yellow,,TRUE,
Fresh Fare PM , Spagetti Blanco,R-68820,FF|Pasta|blanco|AAD,SPECIALS,315,500.823,3.2679,1.132672,127.86,7033.55,158.99,1.04,40.59,2232.87,0.36,Green,Yellow,,TRUE,
Fresh Fare PM , Mushroom duxcell spagetti,R-68821,FF|Pasta|Duxcell Spaghetti,SPECIALS,307.3053333,285.7022352,3.020467469,0.804018225,60.94,1984.44,92.97,0.98,19.83,645.76,0.26,Green,Green,,,TRUE
Fresh Fare PM , Avocado spinach pasta,R-36568,FF|Pasta|Spinach Avocado|AAD,GV FRESH FARE DAY,312,438.0568538,3.657684884,1.202987659,80.88,2880.57,140.4,1.17,25.92,923.26,0.39,Green,Green,,,TRUE
Fresh Fare PM , Ratatoullie,R-54608,FF|Ratatoullie|bowl|AAD,GV FRESH FARE FEATURE,365,535.1343063,4.782479966,0.882531856,144.84,2746.3,146.61,1.31,39.68,752.41,0.24,Green,Green,,,TRUE
Fresh Fare PM , Mushroom risotto,R-47096,FF|Risotto|Mushroom|Herbs&chee,GV FRESH FARE FEATURE,300,487.106011,2.172147806,1.138055195,98.44,1049.28,162.37,0.72,32.81,349.76,0.38,Green,Green,,,TRUE
Fresh Fare PM , Risotto primaverra,R-55151,FF|Risotto|Primavera|AAD,GV FRESH FARE FEATURE,283,381.3718905,2.415655505,0.992595124,99.31,1122.51,134.76,0.85,35.09,396.65,0.35,Green,Green,,,TRUE
Fresh Fare PM , Squash risotto,R-55148,FF|Risotto|Squash|Herbs&cheese,GV FRESH FARE FEATURE,280,348.098285,2.461548746,0.660608481,101.58,1175.14,124.32,0.88,36.28,419.69,0.24,Green,Green,,,TRUE
Fresh Fare PM , UBC Power salad,R-36574,FF|Salad|UBC Power|AAD,GV FRESH FARE DAY,390,492.7834579,2.288748612,1.335161446,81.71,3079.48,126.35,0.59,20.95,789.61,0.34,Green,Green,,,TRUE
Fresh Fare PM , Spagetti Puttanesca,R-50694,FF|Spaghetti Puttanesca|AAD,GV FRESH FARE DAY,351.5,434.2610642,3.40254249,1.244730981,70.32,2731.73,123.55,0.97,20.01,777.16,0.35,Green,Green,,,TRUE
Fresh Fare AM , Beans on Toast,R-56719,FF|Toast|Beans On Toast|AAD,GV FRESH FARE DAY,109.1875,225.9971204,1.443105533,0.807841538,18,896.94,206.98,1.32,16.49,821.47,0.74,Yellow,Yellow,,TRUE,
Fresh Fare AM , Bruscetta toast,R-61875,FF|Toast|Bruscetta|AAD,GV FRESH FARE DAY,154.1875,359.6593019,3.865689263,0.622416724,41.19,1313.58,233.26,2.51,26.71,851.94,0.4,Yellow,Yellow,,TRUE,
Fresh Fare AM , Farm Veg Toast,R-56718,FF|Toast|Farm Veg toast|AAD,GV FRESH FARE DAY,196.1875,199.499777,1.603021674,0.792979949,14.17,719.91,101.69,0.82,7.22,366.95,0.4,Green,Green,,,TRUE
Fresh Fare AM , Mushroom garlic Toast,R-61874,FF|Toast|Mushroom toast|AAD,GV FRESH FARE DAY,169.1875,366.5297273,3.001152066,0.968973316,29.8,1240.38,216.64,1.77,17.61,733.14,0.57,Yellow,Yellow,,TRUE,
Fresh Fare AM , Primavera Toast,R-68811,FF|Toast|primavera|AAD,GV FRESH FARE DAY,99.1875,69.767387,0.845694039,0.157269377,7.44,313.14,70.34,0.85,7.5,315.71,0.16,Green,Green,,,TRUE
Fresh Fare AM , Shaved Fennel Toast,R-65943,FF|Toast|Shaved fennel|AAD,GV FRESH FARE DAY,185.1875,586.1552009,6.54285346,1.19576158,72.7,2022.96,316.52,3.53,39.26,1092.38,0.65,Yellow,Yellow,,TRUE,
Fresh Fare AM , Smashed Avocado Toast,R-36669,FF|Toast|Smashed Avocado|AAD,GV FRESH FARE DAY,215.375,206.672273,0.637488059,0.532667601,13.29,836.87,95.96,0.3,6.17,388.56,0.25,Green,Green,,,TRUE
Fresh Fare PM , Yaki soba noodle,R-36552,FF|Yaki Soba Miso Noodle|AAD,GV FRESH FARE DAY,683,472.6824636,5.095503008,1.628363455,104.75,3320.42,69.21,0.75,15.34,486.15,0.24,Green,Green,,,TRUE
,,R-54557,FLX|GLB|Garlic Flatbread,GV FLEX GLOBAL BOWL,35.20833333,87.73543858,0.830537308,0.203697624,16.45,569.89,249.19,2.36,46.72,1618.62,0.58,Yellow,Yellow,,TRUE,
Fresh Fare PM , Gather bowl,R-45981,FREE|Greens|Gather Bowl,GV FRESH FARE DAY,660,654.0126318,4.06434184,2.642011875,106.42,2149.67,99.09,0.62,16.12,325.71,0.4,Green,Green,,,TRUE
Grill AM , White bean borrito bowl,R-44316,GRL|BOWL|White Bean|AAD,GV - GRILL BREAKFAST,505,1363.664723,14.20138025,3.61509815,223.88,5880.17,270.03,2.81,44.33,1164.39,0.72,Yellow,Yellow,,TRUE,
Fresh Fare PM , Miso eggplant bowl,R-67295,GZA|BowlEggplant miso|AAD,GV GYAZA,542,821.8142118,4.286658519,1.513774767,288.67,3975.03,151.63,0.79,53.26,733.4,0.28,Green,Green,,,TRUE
Fresh Fare AM , breakfast Quesadilla,R-56509,HS|Quesadilla|Breakfast,FT BUENO,360,1668.297255,17.33726095,3.108952601,246.07,11678.79,463.42,4.82,68.35,3244.11,0.86,Red,Red,TRUE,,
Fresh Fare PM , Curried Chickpea Bowl,R-32886,VEG|Bowl|Curried Chickpea,FEAST,425,693.2987719,3.717370756,3.228671967,135.87,2078.32,163.13,0.87,31.97,489.02,0.76,Green,Green,,,TRUE
Fresh Fare PM , Falafel bowl,R-55942,VEG|Falafel bowl|Med,FEAST,283,560.3225172,2.721318138,1.903769972,79.96,1617.62,197.99,0.96,28.25,571.6,0.67,Yellow,Green,,,TRUE
Fresh Fare AM , Shakshuka,R-56688,VEG|Shakshuka,OK - VEGETARIAN KITCHEN,349.0000054,548.4254566,6.49948503,1.12956997,87.99,3392.34,157.14,1.86,25.21,972.02,0.32,Green,Yellow,,TRUE,
Fresh Fare PM , Tabbouleh Bowl,R-35461,VEG|Tabbouleh Bowl,OK - VEGETARIAN KITCHEN,400.5,604.0277637,3.118413048,2.257784043,142.33,7357.08,150.82,0.78,35.54,1836.97,0.56,Green,Yellow,,TRUE,
Grill AM , Just egg Wrap 1,R-36647,FF|Egg'sadilla|Just egg,GV FRESH FARE BREAKFAST,395,367.1375757,2.3436056,1.467810114,52.61,1612.11,92.95,0.59,13.32,408.13,0.37,Green,Green,,,TRUE
Grill AM , Just egg omelette,R-47287,FF|Omelet|Egg White ,GV FRESH FARE BREAKFAST,253,955.3592077,14.13353575,1.6399115,163.72,5879.73,377.61,5.59,64.71,2324,0.65,Yellow,Red,TRUE,,
Grill AM , TMRW breakfast sandwich,R-65755,FF|Sandwich|breakfast TMRW|AAD,GV FRESH FARE BREAKFAST,253,703.2052429,7.406766635,2.149636164,94.19,2879.48,277.95,2.93,37.23,1138.13,0.85,Yellow,Yellow,,TRUE,
Grill AM , Classic eggs benny,R-62001,FLX|Benny|Classic|AAD,GV FLEX GLOBAL BOWL,235.0000188,810.3721685,9.358140278,1.335330092,120.68,3863.57,344.84,3.98,51.35,1644.07,0.57,Yellow,Yellow,,TRUE,
Grill AM , Eggs benny Fennel lemon,R-68110,FLX|Benny|fennel|AAD,GV FLEX GLOBAL BOWL,275.0000188,844.5761245,9.333896697,1.5932203,120.28,3802.16,307.12,3.39,43.74,1382.6,0.58,Yellow,Yellow,,TRUE,
Grill AM , Smoked salmon eggs benny,R-48357,FLX|Eggs Benny|Smk Salmon|AAD,GV-FLEX DOD,275.0000188,912.7341685,12.17014028,1.611330092,178.85,4197.85,331.9,4.43,65.04,1526.49,0.59,Yellow,Yellow,,TRUE,
Grill AM , Herb & Veg smash hash,R-62379,FLX|hash| squash and tempeh,GV - FLEX BC,225,211.388854,1.991303862,0.54746182,15.87,514.01,93.95,0.89,7.05,228.45,0.24,Green,Green,,,TRUE
Grill AM , Eggs benny avocado spinach,R-50312,GRL|Benny |Avocado spinach|AAD,GV - GRILL BREAKFAST,201.5,442.3129225,4.651035114,1.183592266,61.58,1946.11,219.51,2.31,30.56,965.81,0.59,Yellow,Yellow,,TRUE,
Grill AM , Eggs benny asparagus,R-62002,GRL|Benny|Asparagus|FLX ,GV GRILL BRUNCH,275.0000188,936.9251949,9.982637513,1.795438362,125.65,4098.86,340.7,3.63,45.69,1490.49,0.65,Yellow,Yellow,,TRUE,
Grill AM , Crispy chicken benny,R-68109,GRL|Benny|Crispy chicken|AAD,GV - GRILL BREAKFAST,317,1116.46604,16.47023666,2.166919233,157.27,4369.95,352.2,5.2,49.61,1378.53,0.68,Yellow,Red,TRUE,,
Grill AM , Eggs benny ham and mustard,R-62012,GRL|Benny|Ham & mustard|AAD,GV GRILL FEATURE,334.0000188,1610.567852,19.29353218,3.29544272,257.38,7890.89,482.21,5.78,77.06,2362.54,0.99,Red,Red,TRUE,,
Grill AM , Gather & Run tortillia bowl,R-44024,GRL|Bowl|Gather & Run|AAD,GV - GRILL BREAKFAST,265.5,1500.67154,20.56573847,3.231124632,272.58,8264.25,565.22,7.75,102.67,3112.71,1.22,Red,Red,TRUE,,
Grill AM , Heuvos Ranchos Wrap,R-48488,GRL|BOWL|Huevos Rancheros|AAD,GV - GRILL BREAKFAST,237,649.7416114,6.66375428,1.900223757,96.88,3642.17,274.15,2.81,40.88,1536.78,0.8,Yellow,Yellow,,TRUE,
Grill AM , Professor breakfast bowl,R-44650,GRL|Bowl|Professors|Breakfast,GV - GRILL BREAKFAST,477,764.5358538,8.477357197,1.654489464,79.64,2277.17,160.28,1.78,16.7,477.39,0.35,Green,Green,,,TRUE
Grill AM , Thunderbird breakfast bowl,R-68107,GRL|Bowl|Thunderbird Breakfast,GV GRILL BRUNCH,425,670.4086331,5.963114503,1.738507948,111.38,2786.82,157.74,1.4,26.21,655.72,0.41,Green,Green,,,TRUE
Grill AM , breakfast burrito,R-61844,GRL|BreakfastBurritoBowl|AAD,GV - GRILL BREAKFAST,237,285.4029594,1.863372777,0.719251138,10.93,506.74,120.42,0.79,4.61,213.81,0.3,Green,Green,,,TRUE
Grill AM , Ham and swiss crepe,R-51146,GRL|Crepe|Ham and Swiss|AAD,GV GRILL DAY,193.0000006,678.52192,7.362901759,1.490584944,133.44,4994.24,351.57,3.81,69.14,2587.69,0.77,Yellow,Red,TRUE,,
Grill AM , Mushroom swiss crepe,R-67745,GRL|Crepe|Mushroom Swiss|AAD,GV - GRILL BREAKFAST,294.0000003,589.5470325,5.49520344,1.70104988,128.98,4439.33,200.53,1.87,43.87,1509.98,0.58,Yellow,Yellow,,TRUE,
Grill AM , Banana Nutella Crepe,R-50569,GRL|Crepe|Nutella Banana,OK - GRILL KITCHEN BREAKFAST,380,857.8956079,3.921692308,4.126771216,101.73,3089.26,225.76,1.03,26.77,812.96,1.09,Yellow,Yellow,,TRUE,
Grill AM , Peach crepe,R-50570,GRL|Crepe|Peach|AAD,OK - GRILL BRUNCH,345,399.7729137,3.717868182,1.228880814,100.92,3078.89,115.88,1.08,29.25,892.43,0.36,Green,Green,,,TRUE
Grill AM , French toast blackberry,R-69126,GRL|French Toast Black|AAD,GV GRILL BRUNCH,149.1,415.5930071,4.538451429,0.801983286,72.77,2467.81,278.73,3.04,48.81,1655.14,0.54,Yellow,Yellow,,TRUE,
Grill AM , French toast rasberry,R-68973,GRL|French Toast Raz |AAD,GV GRILL BRUNCH,149.1,424.45439,4.54713,0.799543,76.1,2606.16,284.68,3.05,51.04,1747.93,0.54,Yellow,Yellow,,TRUE,
Grill AM , Gather breakfast,R-51383,GRL|Gather breakfast|RATIO,GV - GRILL BREAKFAST,568.9772868,1381.739347,22.14049403,2.775005374,182.47,5255.47,242.85,3.89,32.07,923.67,0.49,Yellow,Yellow,,TRUE,
Grill AM , Apple cinnamon pancakes,R-68108,GRL|Pancakes|apple cin|AAD(1),GV - GRILL BREAKFAST,106,112.528056,0.186955,0.172338,7.76,74.65,106.16,0.18,7.32,70.42,0.16,Green,Green,,,TRUE
Grill AM , Blueberry pancakes,R-36646,GRL|Pancakes|Blueberry|AAD,GV - GRILL BREAKFAST,107,186.7075558,0.183097143,0.181598104,23.1,902.57,174.49,0.17,21.59,843.52,0.17,Green,Green,,,TRUE
Grill AM , Strawberry pancakes,R-68099,GRL|Pancakes|Strawberry|AAD ,GV - GRILL BREAKFAST,107,152.9470465,0.137008299,0.154229442,17.65,688.06,142.94,0.13,16.5,643.05,0.14,Green,Green,,,TRUE
Grill AM , Hash browns,R-61822,GRL|Side|hashbrowns|,GV - GRILL BREAKFAST,250,116.430162,1.450774872,0.154358673,0.76,22.73,46.57,0.58,0.3,9.09,0.06,Green,Green,,,TRUE
Grill AM , Tomato,R-44738,GRL|Side|Tomato,GV - GRILL BREAKFAST,115.2272727,82.92744527,0.898236317,0.037464518,8.75,509.2,71.97,0.78,7.59,441.91,0.03,Green,Green,,,TRUE
Grill AM , spinach,R-62249,GRL|Side|wilted Bfast spinach,GV - GRILL BREAKFAST,60,215.9558524,1.43237951,0.301713306,8.48,1014.25,359.93,2.39,14.13,1690.42,0.5,Yellow,Yellow,,TRUE,
Grill AM , Eggs benny with pulled pork,R-54846,HC|Benny |Pulled Pork|AAD,SPECIALS,142.5,828.9951702,10.12610468,1.570259131,135.18,4208.31,581.75,7.11,94.86,2953.2,1.1,Red,Red,TRUE,,
Grill PM , Poutine Gravy,R-44765,ADD|Gravy|3oz,GV GRILL DAY,90,79.505397,0.7657425,0.1158363,9.05,395.88,88.34,0.85,10.06,439.87,0.13,Green,Green,,,TRUE
Grill PM , TMRW mushroom crunch burger,R-64698,FF|Burger|TMRW mushroom crunch,GV FRESH FARE DAY,330,492.2099354,2.828540863,1.447331703,52.58,1691.43,149.15,0.86,15.93,512.55,0.44,Green,Green,,,TRUE
Grill PM , Fish Fritters & chips,R-61978,FLX|Fish Fritters|160g| AAD,GV - FLEX BC,300.25,1512.710499,17.24057968,3.474953088,405.94,6053.86,503.82,5.74,135.2,2016.27,1.16,Red,Red,TRUE,,
Grill PM , Kimchi Bacon burger,R-56157,GRL|Big Burger|kimchiBacon|AAD,GV GRILL FEATURE,535,8100.651519,68.54868394,24.32858438,464.2,15826.29,1514.14,12.81,86.77,2958.19,4.55,Red,Red,TRUE,,
Grill PM , Lumberjack Burger,R-44655,GRL|Big Burger|Lumberjack|AAD,GV GRILL DAY,555,7688.093236,62.68645278,23.54599927,375.17,13380.02,1385.24,11.29,67.6,2410.81,4.24,Red,Red,TRUE,,
Grill PM , Alumni burger,R-68378,GRL|Burger|Alumni|AAD,GV GRILL DAY,305,6642.582032,53.04073276,20.50984056,308.03,11154.35,2177.9,17.39,100.99,3657.16,6.72,Red,Red,TRUE,,
Grill PM , Bacon cheese burger,R-36098,GRL|Burger|Alumni|bacon cheese,GV GRILL DAY,255.0000003,1117.356785,12.45509746,2.862501845,181.29,6169.92,438.18,4.88,71.09,2419.58,1.12,Red,Red,TRUE,,
Grill PM , Planetary BBQ burger,R-65248,GRL|Burger|BBQ TMRW |AAD,GV GRILL DAY,340,490.8765049,4.172218418,1.264438862,60.88,2149.42,144.38,1.23,17.91,632.18,0.37,Green,Green,,,TRUE
Grill PM , Planetary Greek Burger,R-69135,GRL|Burger|Greek TMRW|AAD,GV GRILL DAY,280,440.7129978,4.375836928,0.864703454,82.32,3307.56,157.4,1.56,29.4,1181.27,0.31,Green,Yellow,,TRUE,
Grill PM , Jerk Jackfruit burger,R-53579,GRL|Burger|Jackfruit|AAD,GV GRILL FEATURE,300,395.6017403,2.638131984,0.908393066,45.33,1387.98,131.87,0.88,15.11,462.66,0.3,Green,Green,,,TRUE
Grill PM , Portobello Burger,R-61830,GRL|Burger|Portobello|AAD,GV GRILL DAY,275,448.1929309,4.224713544,1.458724854,64.14,2236.01,162.98,1.54,23.32,813.09,0.53,Green,Yellow,,TRUE,
Grill PM , Salmon burger,R-44931,GRL|Burger|Salmon|AAD,GV GRILL DAY,250,920.7480688,11.33295403,1.821653582,256.49,2596.36,368.3,4.53,102.6,1038.54,0.73,Yellow,Yellow,,TRUE,
Grill PM , Cauliflower Bites,R-61982,GRL|Cauliflower Bites|AAD 160g,GV GRILL DAY,182.25,248.9948424,2.218364913,0.790292725,36.05,1210.8,136.62,1.22,19.78,664.36,0.43,Green,Green,,,TRUE
Grill PM , Cajun chicken burger,R-55469,GRL|Chicken Burger|Cajun|AAD,GV GRILL FEATURE,307.296875,1024.483081,23.24340769,2.773792509,112.86,1551.24,333.39,7.56,36.73,504.8,0.9,Yellow,Red,TRUE,,
Grill PM ," Guac, bacon + chicken burger",R-28251,GRL|Chicken Burger|Guaco bacon,GV GRILL DAY,391,1749.610049,32.68746825,4.282821525,240.99,5778.43,447.47,8.36,61.63,1477.86,1.1,Red,Red,TRUE,,
Grill PM , Maui chicken burger,R-56454,GRL|Chicken Burger|Maui|AAD,GV GRILL DAY,414,1358.550514,25.83713353,3.729050888,143.52,3086.73,328.15,6.24,34.67,745.59,0.9,Yellow,Red,TRUE,,
Grill PM , Shoyu chicken burger,R-45150,GRL|Chicken Burger|Shoyu|AAD,GV GRILL DAY,350,991.6493625,20.09588562,2.876714559,108.47,1854.75,283.33,5.74,30.99,529.93,0.82,Yellow,Yellow,,TRUE,
Grill PM , Thai Chili chicken burger,R-43964,GRL|Chicken Burger|Thai Chili,GV GRILL DAY,300,1004.574484,23.13059921,2.748358197,112.78,1518.05,334.86,7.71,37.59,506.02,0.92,Yellow,Red,TRUE,,
Grill PM , Chili Dog,R-52133,GRL|Chili Dog|AAD,SPECIALS,240,671.5737755,6.443676834,1.673908525,114.77,4892.56,279.82,2.68,47.82,2038.57,0.7,Yellow,Yellow,,TRUE,
Grill PM , Avocado bacon grilled cheese,R-50669,GRL|Grilled Cheese|Bacon Avo,GV GRILL FEATURE,192.0000003,1082.171058,12.78256914,1.90942517,187.86,7208.96,563.63,6.66,97.84,3754.67,0.99,Red,Red,TRUE,,
Grill PM , Jelepeno grilled cheese,R-50668,GRL|Grilled Cheese|Jalapeno,GV GRILL FEATURE,191.0000006,655.8891086,6.801639406,0.887444704,110.04,5376.55,343.4,3.56,57.61,2814.95,0.46,Yellow,Red,TRUE,,
Grill PM , Kimchi Grilled Cheese,R-68406,GRL|Grilled Cheese|kimchi|AAD,GV GRILL FEATURE,181.0000006,649.7646296,6.650861898,0.897107649,107.7,5307.14,358.99,3.67,59.5,2932.12,0.5,Yellow,Red,TRUE,,
Grill PM , Classic Grilled cheese,R-36139,GRL|GrilledCheese|Classic|AAD,GV GRILL DAY,122.7500006,679.6240046,6.887056342,0.984195149,119.33,5638.95,553.67,5.61,97.21,4593.85,0.8,Red,Red,TRUE,,
Grill PM , Plant Based Dog 1,R-53419,GRL|Plant base dog 1|AAD,SPECIALS,198,411.8667016,3.605013236,1.172854096,72.23,2696.41,208.01,1.82,36.48,1361.82,0.59,Yellow,Yellow,,TRUE,
Grill PM , Classic Poutine,R-44775,GRL|Poutine|Classic|AAD,GV GRILL DAY,400,863.8029245,8.972955816,1.13904699,126.57,6528.01,215.95,2.24,31.64,1632,0.28,Yellow,Yellow,,TRUE,
