Category,Displayed Name,ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g,GHG Only Label,Combined Label,RED,YELLOW,GREEN
Grill PM , Jelepeno poutine,R-57094,GRL|Poutine|Jalepeno|AAD,GV GRILL DAY,410,695.6529245,7.272600191,0.95364699,97.04,4978.84,169.67,1.77,23.67,1214.35,0.23,Green,Yellow,,TRUE,
Grill PM , Monte Cristo,R-56456,GRL|Sand|Monte Cristo|AAD,GV - GRILL BREAKFAST,298.0000006,1399.792852,21.98921582,3.125297676,208.15,6333.31,469.73,7.38,69.85,2125.27,1.05,Red,Red,TRUE,,
Grill PM , Rueben,R-50491,GRL|Sand|Reuben|AAD,GV GRILL FEATURE,308.0000006,4863.422878,39.06362834,14.17372728,268.68,10398.11,1579.03,12.68,87.23,3376.01,4.6,Red,Red,TRUE,,
Grill PM , Tuna Melt,R-56493,GRL|Sandwich|Tuna Melt|AAD,OK - GRILL KITCHEN FEATURES,134,568.6365432,6.179926664,0.979896299,121.09,2726.89,424.36,4.61,90.37,2034.99,0.73,Red,Red,TRUE,,
Grill PM , Chicken strips,R-44770,GRL|Side|Chicken Strips,GV GRILL DAY,332.5,1260.014248,30.35872796,3.458837193,99.14,330.19,378.95,9.13,29.82,99.31,1.04,Yellow,Red,TRUE,,
Grill PM , French fries,R-45233,GRL|Side|Potato Fries,GV GRILL DAY,230,150.9709245,1.440156441,0.30224699,1.53,79.31,65.64,0.63,0.67,34.48,0.13,Green,Green,,,TRUE
Grill PM , Yam Fries,R-44774,GRL|Side|Yam Fries|AAD,GV GRILL DAY,242,331.568671,1.098482436,1.200926337,3.51,222.89,137.01,0.45,1.45,92.1,0.5,Green,Green,,,TRUE
Grill PM , Plantary Cajun burger,R-69609,GRL|TMRW Burger|Cajun|AAD,GV GRILL FEATURE,168.296875,221.5519049,2.084951811,0.669560156,45.76,1490.72,131.64,1.24,27.19,885.77,0.4,Green,Green,,,TRUE
Grill PM , Planetary Buffalo burger,R-69629,GRL|TMRW|Buffalo Burger|AAD,SPECIALS,184,381.944571,3.815503951,1.130295548,61.36,2357.95,207.58,2.07,33.35,1281.49,0.61,Yellow,Yellow,,TRUE,
Grill PM , Chicken wings,R-64866,the big chicken wing|GRL,GV GRILL DAY,522,2712.65959,64.31526293,7.412904995,207.17,545.1,519.67,12.32,39.69,104.43,1.42,Red,Red,TRUE,,
Home Cooking , Chickpea Vindaloo,R-56827,CC|Chickpea Vindaloo|PLATE,FT OASIS/CHAAT,460,581.5641196,4.240378764,1.628406171,145.72,2545.89,126.43,0.92,31.68,553.45,0.35,Green,Green,,,TRUE
,,R-44885,FLX|Bao Shitake & Kimchi|AAD,GV FLEX BAO,166,78.49236088,1.054745332,0.244321849,6.28,244.25,47.28,0.64,3.78,147.14,0.15,Green,Green,,,TRUE
Home Cooking , Pork belly bao,R-40569,FLX|Bao|Bowl|Pork Belly,GV FLEX BAO,361,1134.399469,12.67157623,2.201087562,294.58,5148.52,314.24,3.51,81.6,1426.18,0.61,Yellow,Yellow,,TRUE,
Home Cooking , Thai chicken bao,R-44886,FLX|Bao|Bowl|Thai Chicken,GV FLEX BAO,423,864.7455406,14.38020408,2.067394727,184.12,717.86,204.43,3.4,43.53,169.71,0.49,Yellow,Yellow,,TRUE,
,,R-61970,FLX|Bao|Mushroom|AAD,GV FLEX BAO,147,170.8394239,0.923767635,0.446531922,5.57,185,116.22,0.63,3.79,125.85,0.3,Green,Green,,,TRUE
Home Cooking , Beef Brisket,R-61932,FLX|Beef brisket|AAD ,GV - FLEX BC,295,6728.873359,53.68842657,19.90212384,268.24,10681.55,2280.97,18.2,90.93,3620.86,6.75,Red,Red,TRUE,,
Home Cooking , Mushroom spinach benny,R-62000,FLX|Benny|mushroom spin|AAD,GV FLEX GLOBAL BOWL,270.0000188,796.2421238,9.406401961,1.347274865,120.57,3813.16,294.9,3.48,44.66,1412.28,0.5,Yellow,Yellow,,TRUE,
Simply Local , Crispy potato shred,R-57374,FLX|BPD|Crispy potato,FOOD,125,10.40129592,0.00619898,0.028469388,0.02,0.2,8.32,0,0.02,0.16,0.02,Green,Green,,,TRUE
Home Cooking , Butter Chicken,R-44376,FLX|Butter Chicken|275g,GV FLEX GLOBAL BOWL,467,1892.550053,19.64317862,3.170897794,206.66,5214.34,405.26,4.21,44.25,1116.56,0.68,Red,Yellow,,TRUE,
Home Cooking , Butter Tofu,R-57262,FLX|Butter Tofu 275g,GV FLEX GLOBAL BOWL,467,1530.074624,6.766607189,2.186669223,164.87,5178.81,327.64,1.45,35.3,1108.95,0.47,Yellow,Yellow,,TRUE,
Home Cooking , Eggplant tofu laksa,R-65254,FLX|Laksa|eggplant Tofu|AAD,GV - FLEX ASIAN NOODLE,615,521.0465723,3.617029491,1.048549521,154.05,1285.9,84.72,0.59,25.05,209.09,0.17,Green,Green,,,TRUE
Home Cooking , Laksa ling cod,R-64446,FLX|Laksa|ling cod|AAD 100g,GV - FLEX ASIAN NOODLE,595,891.0388968,9.984632061,1.399531664,313.05,1924.94,149.75,1.68,52.61,323.52,0.24,Green,Green,,,TRUE
Home Cooking , Salmon laksa,R-45203,FLX|Laksa|Salmon|AAD,GV - FLEX ASIAN NOODLE,595,957.3576742,10.85641896,1.506907492,332.58,2031.74,160.9,1.82,55.9,341.47,0.25,Green,Green,,,TRUE
Home Cooking , Miso ramen,R-41308,FLX|Miso ramen|AAD,GV - FLEX ASIAN NOODLE,627,270.7075045,2.331477773,0.710927041,31.3,951.46,43.18,0.37,4.99,151.75,0.11,Green,Green,,,TRUE
Home Cooking , Palak Paneer,R-69621,FLX|Palak Paneer|AAD,GV FLEX GLOBAL BOWL,421,1552.399118,14.3394437,1.872121804,356.34,11785.18,368.74,3.41,84.64,2799.33,0.44,Yellow,Red,TRUE,,
Home Cooking , Mac + Cheese,R-61435,FLX|Pasta|Mac + Cheese|350g,GV - FLEX BC,355,1291.761045,13.47785101,1.810144001,239.3,11525.54,363.88,3.8,67.41,3246.63,0.51,Yellow,Red,TRUE,,
Home Cooking , Prima vera pasta,R-49596,FLX|Pasta|Primavera Spaghetti,SPECIALS,340.3053333,422.7148274,4.185528724,0.98434779,73.06,2660.76,124.22,1.23,21.47,781.87,0.29,Green,Green,,,TRUE
Home Cooking , Butternut Ravioli,R-61908,FLX|Pasta|Ravioli butternut,GV - FLEX BC,360,358.1853928,4.420985374,0.879485033,77.36,2658.49,99.5,1.23,21.49,738.47,0.24,Green,Green,,,TRUE
Home Cooking , Pho beef noodle,R-44766,FLX|Pho Beef Noodle|AAD,GV - FLEX ASIAN NOODLE,416,8783.748535,69.64223477,26.58594207,441.68,13272.55,2111.48,16.74,106.17,3190.52,6.39,Red,Red,TRUE,,
Home Cooking , Pho miso veg noodle,R-44930,FLX|PHO Veg Noodle Soup|AAD,GV - FLEX ASIAN NOODLE,506,403.964608,2.413028256,0.812268443,96.2,586.53,79.83,0.48,19.01,115.92,0.16,Green,Green,,,TRUE
Home Cooking , Shoyu Chicken,R-61955,FLX|Shoyu Chicken 170g,GV - FLEX BC,170,866.9185473,22.27725978,2.245813887,71.42,141.08,509.95,13.1,42.01,82.99,1.32,Red,Red,TRUE,,
Home Cooking , Shoyu Tofu,R-61958,FLX|Shoyu tofu 150g,GV - FLEX BC,150,292.3029801,1.302449337,0.677662062,2.46,88.5,194.87,0.87,1.64,59,0.45,Yellow,Green,,,TRUE
Home Cooking , Spicy shoyu salmon,R-61967,FLX|Spicy Soy Salmon 100g,GV - FLEX BC,115,744.2055469,10.1758289,1.15610822,224.61,1231.69,647.14,8.85,195.31,1071.03,1.01,Red,Red,TRUE,,
Home Cooking , Spicy shoyu tofu,R-62288,FLX|Spicy Soy tofu 150g,GV - FLEX BC,185,294.8676676,1.534480587,0.681396437,3.17,127.61,159.39,0.83,1.71,68.98,0.37,Green,Green,,,TRUE
Home Cooking , Tonkotsu ramen,R-57280,FLX|Tonkotsu Ramen|AAD,GV - FLEX ASIAN NOODLE,672,2094.189825,33.660021,4.789095826,334.76,8974.85,311.64,5.01,49.82,1335.54,0.71,Yellow,Yellow,,TRUE,
Simply Local , Beef Brisket 1,R-62718,SL|Beef Brisket|+1,GV SIMPLY LOCAL,165,6433.069109,51.26418022,19.60490828,260.87,9579.88,3898.83,31.07,158.1,5805.99,11.88,Red,Red,TRUE,,
Simply Local , Beef Brisket 2,R-62716,SL|Beef Brisket|+2,GV SIMPLY LOCAL,165,6433.069109,51.26418022,19.60490828,260.87,9579.88,3898.83,31.07,158.1,5805.99,11.88,Red,Red,TRUE,,
,,R-62054,SL|Beef Brisket|+3,GV SIMPLY LOCAL,445,6754.746792,54.19463325,20.60686194,277.95,10214.29,1517.92,12.18,62.46,2295.35,4.63,Red,Red,TRUE,,
Simply Local , Beef Brisket 4,R-62053,SL|Beef Brisket|+4,GV SIMPLY LOCAL,555,6871.195764,55.20606933,20.96960155,283.96,10436.82,1238.05,9.95,51.16,1880.51,3.78,Red,Red,TRUE,,
Simply Local , Beef Brisket,R-49123,SL|Beef Brisket|AAD|SL,GV SIMPLY LOCAL,150,5597.582168,44.59109435,17.05899831,226.97,8334.66,3731.72,29.73,151.31,5556.44,11.37,Red,Red,TRUE,,
Simply Local , Beef Flat Roast 1,R-62078,SL|Beef flat roast| +1,GV SIMPLY LOCAL,314,7539.854692,59.12248196,23.09673815,343.82,11677.22,2401.23,18.83,109.5,3718.86,7.36,Red,Red,TRUE,,
Simply Local , Beef Flat Roast 2,R-62077,SL|Beef flat roast| +2,GV SIMPLY LOCAL,435,7692.600077,60.06662786,23.50401659,384.16,12010.45,1768.41,13.81,88.31,2761.02,5.4,Red,Red,TRUE,,
Simply Local , Beef Flat Roast 3,R-62076,SL|Beef flat roast| +3,GV SIMPLY LOCAL,554,7843.406295,61.00248631,23.9085157,423.57,12340.26,1415.78,11.01,76.46,2227.48,4.32,Red,Red,TRUE,,
Simply Local , Beef Flat Roast 4,R-48878,SL|Beef flat roast| +4,GV SIMPLY LOCAL,655,7958.315361,61.80749326,24.17208464,462.36,12607.73,1215.01,9.44,70.59,1924.84,3.69,Red,Red,TRUE,,
Simply Local , Beef Flat Roast,R-62209,SL|Beef flat roast| 125g,GV SIMPLY LOCAL,176,7354.442402,58.05932135,22.5611752,302.99,11287.55,4178.66,32.99,172.15,6413.38,12.82,Red,Red,TRUE,,
Simply Local , Roasted big cauliflower steak,R-37781,SL|Big Veg|Caulif Roast|320g,GV SIMPLY LOCAL,370,334.7256445,2.579741628,1.288293208,20.52,920.92,90.47,0.7,5.55,248.9,0.35,Green,Green,,,TRUE
Simply Local , Chicken Thigh Cacciatore,R-47110,SL|Chicken Thigh (2) ,GV SIMPLY LOCAL,174,1284.501972,32.23889025,3.492761927,102.6,110.8,738.22,18.53,58.97,63.68,2.01,Red,Red,TRUE,,
Simply Local , Chicken Thigh Cacciatore 1,R-62071,SL|Chicken Thigh|+1,GV SIMPLY LOCAL,321,1547.107072,37.29777572,4.211830609,136.02,633.04,481.96,11.62,42.37,197.21,1.31,Red,Red,TRUE,,
Simply Local , Chicken Thigh Cacciatore 2,R-62070,SL|Chicken Thigh|+2,GV SIMPLY LOCAL,449,1652.949284,38.33582423,4.508831905,157.02,1149.03,368.14,8.54,34.97,255.91,1,Yellow,Red,TRUE,,
Simply Local , Chicken Thigh Cacciatore 3,R-62069,SL|Chicken Thigh|+3,GV SIMPLY LOCAL,576,1758.034589,39.37092088,4.803480066,177.69,1659.75,305.21,6.84,30.85,288.15,0.83,Yellow,Yellow,,TRUE,
Simply Local , Chicken Thigh Cacciatore 4,R-62068,SL|Chicken Thigh|+4,GV SIMPLY LOCAL,704,1863.876801,40.40896939,5.100481362,198.69,2175.74,264.76,5.74,28.22,309.05,0.72,Yellow,Yellow,,TRUE,
Simply Local , Chimmichuri Chicken Thigh 1,R-62175,SL|chimichuri thigh|+1,GV SIMPLY LOCAL,324,1332.824356,25.97991992,4.015550909,116.85,592.96,411.37,8.02,36.06,183.01,1.24,Red,Red,TRUE,,
Simply Local , Chimmichuri Chicken Thigh 2,R-62174,SL|chimichuri thigh|+2,GV SIMPLY LOCAL,460,1480.994342,27.09877837,4.406926602,153.14,975.2,321.96,5.89,33.29,212,0.96,Yellow,Yellow,,TRUE,
Simply Local , Chimmichuri Chicken Thigh 3,R-62173,SL|chimichuri thigh|+3,GV SIMPLY LOCAL,594,1626.884954,28.20876666,4.793992682,188.61,1353.85,273.89,4.75,31.75,227.92,0.81,Yellow,Yellow,,TRUE,
Simply Local , Chimmichuri Chicken Thigh 4,R-62172,SL|chimichuri thigh|+4,GV SIMPLY LOCAL,730,1775.05494,29.32762511,5.185368375,224.9,1736.09,243.16,4.02,30.81,237.82,0.71,Yellow,Yellow,,TRUE,
Simply Local , Chimmichuri Chicken Thigh,R-57250,SL|chimichuri thigh|160g,GV SIMPLY LOCAL,210,1331.410872,28.39334522,4.029304394,92.71,234.37,634.01,13.52,44.15,111.6,1.92,Red,Red,TRUE,,
Simply Local , Bacon herb pork loin 1,R-62115,SL|Herb'd Pork Loin|+1,GV SIMPLY LOCAL,277,2066.844369,25.62225274,4.716006767,335.25,10289.63,746.15,9.25,121.03,3714.67,1.7,Red,Red,TRUE,,
Simply Local , Bacon herb pork loin 2,R-62114,SL|Herb'd Pork Loin|+2,GV SIMPLY LOCAL,405,2259.782889,27.51882759,5.138067841,348.3,10832.26,557.97,6.79,86,2674.63,1.27,Red,Red,TRUE,,
Simply Local , Bacon herb pork loin 4,R-62113,SL|Herb'd Pork Loin|+4,GV SIMPLY LOCAL,660,2644.989021,31.30642173,5.981277612,374.39,11917.47,400.76,4.74,56.73,1805.68,0.91,Red,Red,TRUE,,
Simply Local , Bacon herb pork loin,R-37708,SL|Herb'd Pork Loin||125g,GV SIMPLY LOCAL,175,2302.842855,29.51608193,5.210502011,401.07,12109.9,1315.91,16.87,229.18,6919.94,2.98,Red,Red,TRUE,,
Simply Local , Maple glaze salmon 1,R-62125,SL|Maple salmon|+1,GV SIMPLY LOCAL,300,948.6468091,11.5200293,1.746956868,269.68,1691.27,316.22,3.84,89.89,563.76,0.58,Yellow,Yellow,,TRUE,
Simply Local , Maple glaze salmon 2,R-62126,SL|Maple salmon|+2,GV SIMPLY LOCAL,430,1078.879741,12.53301195,2.09053569,307.29,2059.87,250.9,2.91,71.46,479.04,0.49,Yellow,Yellow,,TRUE,
Simply Local , Maple glaze salmon 3,R-62124,SL|Maple salmon|+3,GV SIMPLY LOCAL,560,1209.112673,13.54599459,2.434114511,344.9,2428.46,215.91,2.42,61.59,433.65,0.43,Yellow,Yellow,,TRUE,
Simply Local , Maple glaze salmon,R-45376,SL|Maple salmon|100g,GV SIMPLY LOCAL,150,696.6469258,8.802804233,1.23458441,193.75,1116.97,464.43,5.87,129.17,744.65,0.82,Red,Red,TRUE,,
Simply Local , Olive stuffed chicken supreme,R-62140,SL|Olive Stuff Chicken Breas,GV SIMPLY LOCAL,150,1240.152419,30.38807934,3.407131792,98.9,165.25,826.77,20.26,65.93,110.17,2.27,Red,Red,TRUE,,
Simply Local , Peppercorn Pork Chop 1,R-62132,SL|Peppercorn Pork Chop|+1,GV SIMPLY LOCAL,445.6666667,1909.563725,24.13105256,4.245851179,348.91,9790.72,428.47,5.41,78.29,2196.87,0.95,Red,Red,TRUE,,
Simply Local , Peppercorn Pork Chop 2,R-62134,SL|Peppercorn Pork Chop|+2,GV SIMPLY LOCAL,581.6666667,2068.734729,25.34920311,4.633369048,387.3,10220.34,355.66,4.36,66.58,1757.08,0.8,Yellow,Red,TRUE,,
Simply Local , Peppercorn Pork Chop 3,R-62135,SL|Peppercorn Pork Chop|+3,FOOD,715.6666667,2225.838271,26.55800261,5.0178058,424.88,10646.56,311.02,3.71,59.37,1487.64,0.7,Yellow,Yellow,,TRUE,
Simply Local , Peppercorn Pork Chop 4,R-62133,SL|Peppercorn Pork Chop|+4,FOOD,851.6666667,2385.009275,27.77615316,5.405323669,463.26,11076.18,280.04,3.26,54.39,1300.53,0.63,Yellow,Yellow,,TRUE,
Simply Local , Peppercorn Pork Chop,R-62127,SL|Peppercorn Pork Chop|170g,GV SIMPLY LOCAL,296.6666667,1704.006474,22.74470122,3.671729733,309.3,9275.8,574.38,7.67,104.26,3126.67,1.24,Red,Red,TRUE,,
Simply Local , Gremolata salmon 1,R-62152,SL|Salmon gremolata|+1,GV SIMPLY LOCAL,260,730.9920581,9.480295555,1.304395199,197.02,1434.86,281.15,3.65,75.78,551.87,0.5,Yellow,Yellow,,TRUE,
Simply Local , Gremolata salmon 2,R-62151,SL|Salmon gremolata|+2,GV SIMPLY LOCAL,400,842.3413004,10.82347338,1.621030774,209.52,1923.05,210.59,2.71,52.38,480.76,0.41,Yellow,Yellow,,TRUE,
Simply Local , Gremolata salmon 3,R-62150,SL|Salmon gremolata|+3,GV SIMPLY LOCAL,480,905.6490671,11.59377696,1.790491512,216.45,2203.81,188.68,2.42,45.09,459.13,0.37,Green,Green,,,TRUE
Simply Local , Gremolata salmon,R-62149,SL|Salmon gremolata|100g,GV SIMPLY LOCAL,150,643.6635536,8.423554852,1.061347042,187.31,1050.39,429.11,5.62,124.87,700.26,0.71,Red,Yellow,,TRUE,
Simply Local , Dil + lemon salmon 1,R-62715,SL|Salmon Lemon herb|+1,GV SIMPLY LOCAL,150,769.3102125,9.505333575,1.404396401,209.15,1211.15,512.87,6.34,139.43,807.43,0.94,Red,Red,TRUE,,
Simply Local , Dil + lemon salmon 2,R-62714,SL|Salmon Lemon herb|+2,GV SIMPLY LOCAL,150,769.3102125,9.505333575,1.404396401,209.15,1211.15,512.87,6.34,139.43,807.43,0.94,Red,Red,TRUE,,
Simply Local , Dil + lemon salmon 3,R-62097,SL|Salmon Lemon herb|+3,GV SIMPLY LOCAL,580,1151.615494,11.50758611,2.503789328,301.64,2228,198.55,1.98,52.01,384.14,0.43,Yellow,Green,,,TRUE
Simply Local , Dil + lemon salmon,R-62096,SL|Salmon Lemon herb|100g,GV SIMPLY LOCAL,150,769.3102125,9.505333575,1.404396401,209.15,1211.15,512.87,6.34,139.43,807.43,0.94,Red,Red,TRUE,,
Simply Local , Chimmichuri Sauce,R-36860,SL|Sauce|Add|Chimichurri ,GV SIMPLY LOCAL,45,158.0344617,0.185432861,0.740473094,1.89,66.45,351.19,0.41,4.2,147.67,1.65,Yellow,Yellow,,TRUE,
Simply Local , Gremolata sauce,R-45146,SL|Sauce|Add|Gremolata ,GV SIMPLY LOCAL,45,15.58044046,0.208570057,0.041644885,1.89,68.08,34.62,0.46,4.2,151.29,0.09,Green,Green,,,TRUE
,,R-62302,SL|Sauce|RATIO|NEW,GV SIMPLY LOCAL,50,88.77146187,0.319220103,0.341034032,4.6,160.05,177.54,0.64,9.2,320.1,0.68,Green,Green,,,TRUE
,,R-57243,SL|Side|beans and pesto,FOOD,200,178.0772554,0.794758484,1.017607084,6.52,302.33,89.04,0.4,3.26,151.16,0.51,Green,Green,,,TRUE
,,R-37868,SL|Side|Beans Romano ,GV SIMPLY LOCAL,180,192.6650668,1.014940523,1.204182839,4.86,279.49,107.04,0.56,2.7,155.27,0.67,Green,Green,,,TRUE
,,R-44814,SL|Side|Potato baked,GV SIMPLY LOCAL,212.999804,84.5609222,1.06499902,0.110759898,0.55,16.68,39.7,0.5,0.26,7.83,0.05,Green,Green,,,TRUE
,,R-36874,SL|Side|Potato Rosemary Roast,GV SIMPLY LOCAL,180,104.3184383,1.132769032,0.188805169,1.03,33.35,57.95,0.63,0.57,18.53,0.1,Green,Green,,,TRUE
,,R-47746,SL|Side|Potato Smash Olive Oil,GV SIMPLY LOCAL,180,102.8009426,0.903935066,0.238675749,0.49,14.28,57.11,0.5,0.27,7.93,0.13,Green,Green,,,TRUE
,,R-46330,SL|Side|Quinoa,GV SIMPLY LOCAL,170.097,186.2877144,0.743386889,0.572029911,85.34,1330.98,109.52,0.44,50.17,782.48,0.34,Green,Green,,,TRUE
,,R-36854,SL|Side|Rice Brown,GV SIMPLY LOCAL,100,145.3799781,0.716776265,0.383971366,51.65,284.6,145.38,0.72,51.65,284.6,0.38,Green,Green,,,TRUE
,,R-52652,SL|Side|Roasted Potato,GV SIMPLY LOCAL,180,104.3184383,1.132769032,0.188805169,1.03,33.35,57.95,0.63,0.57,18.53,0.1,Green,Green,,,TRUE
,,R-36853,SL|Side|SorghumRoasted,GV SIMPLY LOCAL,183,116.5873629,0.444060851,0.355920657,50.77,788.72,63.71,0.24,27.74,430.99,0.19,Green,Green,,,TRUE
,,R-62303,SL|SIDEs x1|RATIO,GV SIMPLY LOCAL,105.76,123.3151876,1.221509379,0.426801487,8.62,310.44,116.6,1.15,8.15,293.53,0.4,Green,Green,,,TRUE
,,R-44810,SL|SideYam Roasted Sage,GV SIMPLY LOCAL,120,69.2707641,0.790108295,0.11424244,1.59,6.85,57.73,0.66,1.32,5.71,0.1,Green,Green,,,TRUE
Simply Local , Squash Bowl,R-45070,SL|Squash bowl(1),GV SIMPLY LOCAL,410,283.2254625,3.651727431,0.782725666,32.77,1181.5,69.08,0.89,7.99,288.17,0.19,Green,Green,,,TRUE
Simply Local , Squash Bowl 1,R-62118,SL|Squash bowl|+1,GV SIMPLY LOCAL,530,437.9645221,5.018325224,1.317101609,42.53,1558.29,82.63,0.95,8.02,294.02,0.25,Green,Green,,,TRUE
Simply Local , Squash Bowl 2,R-62117,SL|Squash bowl|+2,GV SIMPLY LOCAL,650,592.7035817,6.384923017,1.851477552,52.28,1935.08,91.19,0.98,8.04,297.7,0.28,Green,Green,,,TRUE
Simply Local , Squash Bowl 3,R-62116,SL|Squash bowl|+3,GV SIMPLY LOCAL,770,747.4426414,7.75152081,2.385853495,62.04,2311.87,97.07,1.01,8.06,300.24,0.31,Green,Green,,,TRUE
,,R-57242,SL|Starches blend|Beans legume,FOOD,190,185.3711611,0.904849504,1.110894961,5.69,290.91,97.56,0.48,2.99,153.11,0.58,Green,Green,,,TRUE
,,R-57240,SL|Starches Blend|Potatoes,FOOD - HOT,174.5999608,93.05390111,1.004916089,0.168257685,0.94,20.9,53.3,0.58,0.54,11.97,0.1,Green,Green,,,TRUE
,,R-57241,SL|Starches blend|Rice & grain,FOOD,144.6388,155.9845496,0.672877432,0.453584642,64.95,803.98,107.84,0.47,44.9,555.85,0.31,Green,Green,,,TRUE
,,R-57244,SL|Starches|RATIO|NEW,GV SIMPLY LOCAL,168.0487911,143.3551719,0.852272198,0.571803305,23.62,368.21,85.31,0.51,14.06,219.11,0.34,Green,Green,,,TRUE
Simply Local , Eggplant lasagne,R-62144,SL|Vegetable lasagne|220g,GV SIMPLY LOCAL,272,159.1965427,2.264442372,0.319997417,13.03,561.58,58.53,0.83,4.79,206.46,0.12,Green,Green,,,TRUE
,,R-62193,SL|vegetables x2|RATIO|NEW,GV SIMPLY LOCAL,239.4,263.9022381,2.894163396,0.896486702,19.24,696.08,110.23,1.21,8.04,290.76,0.37,Green,Green,,,TRUE
