IngredientId,Qty,Uom,Recipe
I-2087,1.0,BUNCH,R-15065
I-3005,100.0,g,R-15065
I-3230,10.0,g,R-15065
I-3804,35.0,g,R-15065
I-5283,35.0,g,R-15065
I-7656,350.0,g,R-15065
I-12303,10.0,lb,R-15065
I-13038,200.0,fl oz,R-15065
I-1892,1.0,lb,R-15412
I-1971,2.0,ea,R-15412
I-4091,10.0,g,R-15412
I-1835,1.0,ea,R-15409
I-2443,2.0,Tbsp,R-15409
I-2640,2.0,L,R-15409
I-1917,142.5,ml,R-15402
I-1963,1.0,ea,R-15402
I-3180,225.0,ml,R-15402
I-7168,450.0,g,R-15402
I-14790,112.5,ml,R-15402
I-1841,20.0,g,R-15008
I-3230,2.0,g,R-15008
I-5283,10.0,g,R-15008
I-14432,454.0,g,R-15008
I-1841,30.0,g,R-15007
I-5283,15.0,g,R-15007
I-14418,1814.37,g,R-15007
I-3068,0.5,lb,R-15051
I-3258,1.0,g,R-15051
I-13719,0.5,ea,R-15051
I-14790,5.0,ml,R-15051
I-1894,1.0,oz,R-15418
I-2059,3.0,tsp,R-15418
I-2920,20.0,Tbsp,R-15418
I-2958,1.0,oz,R-15418
I-8975,20.0,Tbsp,R-15418
I-2059,700.0,ml,R-15001
I-2262,120.0,g,R-15001
I-2920,200.0,ml,R-15001
I-14422,300.0,g,R-15001
I-14604,100.0,g,R-15001
I-15025,3500.0,ml,R-15001
I-2119,2.0,ml,R-15488
I-4091,1.0,g,R-15488
I-6424,200.0,g,R-15488
I-2396,454.0,g,R-15425
I-13385,0.25,BUNCH,R-15425
I-13719,2.0,ea,R-15425
I-14419,100.0,g,R-15425
I-14421,280.0,g,R-15425
I-14790,60.0,ml,R-15425
I-1689,10.0,g,R-15075
I-1874,5.0,g,R-15075
I-2037,10.0,g,R-15075
I-2068,20.0,g,R-15075
I-3005,3.0,g,R-15075
I-12306,1.0,ea,R-15075
I-13708,6.0,fl oz,R-15075
I-15066,3.0,ea,R-15075
I-1977,3.0,fl oz,R-15436
I-4682,20.0,g,R-15436
I-8488,50.0,g,R-15436
I-13001,20.0,g,R-15436
I-13385,0.25,BUNCH,R-15436
I-15200,50.0,g,R-15436
I-15402,3.0,fl oz,R-15436
I-2059,400.0,ml,R-14984
I-2262,20.0,g,R-14984
I-2320,1.0,L,R-14984
I-2958,25.0,g,R-14984
I-12212,400.0,g,R-14984
I-14789,3.7,ml,R-14984
I-1835,1.0,ea,R-15055
I-2067,2.0,oz,R-15055
I-2402,2.0,oz,R-15055
I-3498,2.0,slice,R-15055
I-5220,1.0,oz,R-15055
I-5265,1.0,slice,R-15055
I-8454,2.0,fl oz,R-15055
I-13719,1.0,ea,R-15055
I-14218,1.0,ea,R-15055
I-14948,1.0,ea,R-15055
I-15051,1.0,ea,R-15055
I-2025,35.0,g,R-14735
I-2182,450.0,g,R-14735
I-2333,30.0,g,R-14735
I-2339,50.0,g,R-14735
I-2355,1.0,Kg,R-14735
I-2929,400.0,g,R-14735
I-5095,50.0,g,R-14735
I-5283,55.0,g,R-14735
I-1081,375.0,ml,R-14823
I-2640,5.5,L,R-14823
I-8106,6.0,L,R-14823
I-15592,30.0,fl oz,R-14823
I-1995,0.5,g,R-14250
I-4717,5.0,ml,R-14250
I-14146,2.0,ea,R-14250
I-14235,120.0,ml,R-14250
I-9028,10.0,g,R-12306
I-9034,0.083,ea,R-12306
I-2119,30.0,ml,R-9389
I-2402,30.0,g,R-9389
I-3354,1.0,ea,R-9389
I-5126,1.0,slice,R-9389
I-5220,9.0,g,R-9389
I-6243,1.5,fl oz,R-9389
I-11631,1.0,ea,R-9389
I-14948,1.0,ea,R-9389
I-1863,175.0,g,R-11706
I-1958,60.0,ml,R-11706
I-2119,20.0,ml,R-11706
I-8667,2.0,fl oz,R-11706
I-8851,4.0,g,R-11706
I-1752,0.5,BUNCH,R-16061
I-1841,160.0,g,R-16061
I-1859,24.0,g,R-16061
I-1874,14.0,g,R-16061
I-1963,0.5,ea,R-16061
I-2087,0.5,BUNCH,R-16061
I-3005,20.0,g,R-16061
I-5223,28.0,g,R-16061
I-5283,2.0,g,R-16061
I-8749,145.0,ml,R-16061
I-2086,118.0,g,R-18348
I-2087,0.1,BUNCH,R-18348
I-2209,0.5,g,R-18348
I-2333,0.5,g,R-18348
I-5095,0.5,g,R-18348
I-6461,3.0,g,R-18348
I-12361,3.0,g,R-18348
I-1752,0.03,BUNCH,R-15342
I-7647,2.0,ea,R-15342
I-10942,2.0,ea,R-15342
I-11125,2.0,Tbsp,R-15342
I-15412,3.0,oz,R-15342
I-1917,0.6,L,R-13015
I-2640,3.0,L,R-13015
I-2958,250.0,g,R-13015
I-1871,4.0,oz,R-14594
I-1894,0.5,oz,R-14594
I-2447,20.0,g,R-14594
I-14339,12.0,PORT,R-14594
I-14340,4.0,PORT,R-14594
I-14341,4.0,PORT,R-14594
I-14342,4.0,PORT,R-14594
P-14352,1.0,PORT,R-14594
P-14356,2.0,PORT,R-14594
P-14357,2.0,PORT,R-14594
P-14360,2.0,PORT,R-14594
P-14383,1.0,PORT,R-14594
P-14396,1.0,PORT,R-14594
P-14411,1.0,PORT,R-14594
P-14413,1.0,PORT,R-14594
I-14586,1.0,PORT,R-14594
I-1541,6.0,ea,R-11361
I-2071,6.0,ea,R-11361
I-2337,3.0,g,R-11361
I-2367,600.0,g,R-11361
I-2676,34.0,can,R-11361
I-4296,12.0,ea,R-11361
I-9606,750.0,ml,R-11361
I-2919,2.0,ea,R-13957
P-4326,1.5,ea,R-13957
P-8099,2.0,srvg,R-13957
I-13956,2.0,PORT,R-13957
I-1871,2.0,oz,R-14584
I-2447,10.0,g,R-14584
I-8250,8.0,ea,R-14584
I-13957,1.0,PORT,R-14584
I-14339,8.0,PORT,R-14584
P-14355,1.0,PORT,R-14584
P-14356,2.0,PORT,R-14584
P-14369,1.0,PORT,R-14584
I-14390,4.0,PORT,R-14584
P-14430,1.0,PORT,R-14584
I-2919,1.0,ea,R-14586
P-4326,1.0,ea,R-14586
I-8298,2.0,ea,R-14586
I-13956,1.0,PORT,R-14586
I-14599,25.0,g,R-14586
I-1752,0.05,BUNCH,P-18266
I-1848,6.0,oz,P-18266
I-1894,2.0,g,P-18266
I-1924,1.0,g,P-18266
I-2066,10.0,g,P-18266
I-2117,10.0,g,P-18266
I-2262,1.0,g,P-18266
I-3181,0.15,PKG,P-18266
I-5777,100.0,g,P-18266
I-15554,10.0,g,P-18266
I-15673,1.0,ea,P-18266
I-16579,3.0,oz,P-18266
I-2640,6.0,L,R-13414
I-4091,30.0,g,R-13414
I-12210,9.0,Kg,R-13414
I-1635,20.0,ml,R-18720
I-2119,10.0,ml,R-18720
I-3230,0.25,g,R-18720
I-4091,0.5,g,R-18720
I-5777,50.0,g,R-18720
I-15515,150.0,g,R-18720
I-16224,0.25,ea,R-18720
I-1874,120.0,g,R-15368
I-1908,12.0,g,R-15368
I-2057,600.0,ml,R-15368
I-2087,3.0,BUNCH,R-15368
I-2400,2.84,ml,R-15368
I-2464,2.84,fl oz,R-15368
I-3005,60.0,g,R-15368
I-3804,18.0,g,R-15368
I-6865,2.1,g,R-15368
I-9117,1.8,L,R-15368
I-1782,2.0,oz,R-18895
I-2992,2.0,slice,R-18895
I-10955,15.0,g,R-18895
I-14422,15.0,g,R-18895
I-14638,5.0,ea,R-18895
I-1963,2.0,ea,R-11360
I-2071,4.0,ea,R-11360
I-2328,20.0,g,R-11360
I-2367,200.0,g,R-11360
I-2676,6.0,can,R-11360
I-4199,50.0,g,R-11360
I-4296,12.0,ea,R-11360
I-7801,7.5,L,R-11360
I-9606,0.375,L,R-11360
I-1782,2.0,oz,P-18324
I-1894,20.0,g,P-18324
I-2119,10.0,ml,P-18324
I-2203,2.0,oz,P-18324
I-4014,8.0,ea,P-18324
I-5731,20.0,g,P-18324
I-10955,100.0,g,P-18324
I-11125,2.0,fl oz,P-18324
I-13719,1.0,ea,P-18324
I-16221,20.0,g,P-18324
I-17040,20.0,g,P-18324
I-1626,0.5,ea,R-11824
I-1894,10.0,g,R-11824
I-2349,60.0,g,R-11824
I-8457,360.0,ml,R-11824
I-12034,1.0,ea,R-11824
I-1471,1.0,bottle,R-9013
I-9027,400.0,g,R-9013
I-1689,10.0,g,R-8992
I-1963,0.18,ea,R-8992
I-5505,0.25,HEAD,R-8992
I-8722,100.0,ml,R-8992
I-13691,30.0,ml,R-8992
I-1789,40.0,g,R-8987
I-2066,40.0,g,R-8987
I-2117,30.0,g,R-8987
I-3914,100.0,g,R-8987
I-8489,50.0,ml,R-8987
I-2344,2.0,g,R-11408
I-3147,30.0,ml,R-11408
I-5283,5.0,g,R-11408
I-9471,1.0,Kg,R-11408
I-11025,1.0,Kg,R-11408
I-2640,100.0,ml,R-5674
I-4827,100.0,g,R-5674
I-14208,1.0,ea,R-14342
I-1924,1.0,g,R-14390
I-12353,1.0,piece,R-14390
I-14339,1.5,PORT,R-14390
I-13956,0.16,PORT,R-14339
I-13706,32.0,g,R-14340
I-16649,32.0,g,R-14340
I-12350,500.0,g,R-14400
I-2960,28.0,g,R-14341
I-16517,28.0,g,R-14341
I-2119,100.0,ml,R-17134
I-2388,100.0,g,R-17134
I-16226,10.0,ea,R-17134
I-1941,1.0,Tbsp,R-18274
I-2119,250.0,ml,R-18274
I-2209,1.5,g,R-18274
I-2355,20.0,g,R-18274
I-2367,100.0,g,R-18274
I-2951,62.0,mg,R-18274
I-17946,500.0,ml,R-18274
I-1689,30.0,g,P-18295
I-1874,3.0,g,P-18295
I-2037,10.0,g,P-18295
I-2068,5.0,g,P-18295
I-2119,10.0,ml,P-18295
I-5204,10.0,g,P-18295
I-5575,1.5,oz,P-18295
I-12209,4.0,fl oz,P-18295
I-15736,1.0,slice,P-18295
I-18268,30.0,g,P-18295
I-18334,5.0,oz,P-18295
P-18336,170.0,g,P-18295
I-8990,1.0,ea,R-15513
I-12306,2.0,ea,R-15513
I-15017,2.0,PORT,R-15513
I-1635,85.0,ml,P-18335
I-1848,5.0,Kg,P-18335
I-4184,85.0,ml,P-18335
I-1651,1.0,Kg,R-17941
I-1752,1.0,BUNCH,R-17941
I-2057,1000.0,ml,R-17941
I-2066,1.0,Kg,R-17941
I-2367,80.0,g,R-17941
I-5254,125.0,g,R-17941
I-5761,800.0,g,R-17941
I-6203,100.0,mg,R-17941
I-11829,12.0,g,R-17941
I-17494,7.2,L,R-17941
I-2262,4.0,g,R-14665
I-2320,60.0,ml,R-14665
I-2442,40.0,ml,R-14665
I-2958,15.0,g,R-14665
I-3036,140.0,ml,R-14665
I-12764,35.0,ml,R-14665
I-1958,250.0,ml,P-14551
I-2119,200.0,ml,P-14551
I-2366,200.0,g,P-14551
P-6068,2.0,L,P-14551
I-14511,6.1,Kg,P-14551
I-1637,0.5,oz,P-14553
I-1892,1.0,oz,P-14553
P-6811,30.0,ml,P-14553
I-13499,15.0,g,P-14553
I-1841,100.0,g,R-14723
I-2066,1.0,Kg,R-14723
I-3147,50.0,ml,R-14723
I-3230,3.0,g,R-14723
I-5283,10.0,g,R-14723
I-1841,100.0,g,R-14726
I-3147,50.0,ml,R-14726
I-3230,3.0,g,R-14726
I-5106,1.0,Kg,R-14726
I-5283,10.0,g,R-14726
I-1841,100.0,g,R-14719
I-2498,1.0,Kg,R-14719
I-3147,50.0,ml,R-14719
I-3230,3.0,g,R-14719
I-5283,10.0,g,R-14719
I-1655,1.0,Kg,R-7814
I-1660,600.0,ml,R-7814
I-1841,0.5,L,R-7814
I-1874,150.0,g,R-7814
I-2330,200.0,g,R-7814
I-2344,25.0,g,R-7814
I-2367,50.0,g,R-7814
I-2464,34.08,L,R-7814
I-2640,10.0,L,R-7814
I-4091,250.0,g,R-7814
I-6865,2.0,Kg,R-7814
I-14423,1.0,Kg,R-7814
I-1783,300.0,ml,P-18321
I-1849,60.0,g,P-18321
I-2037,100.0,g,P-18321
I-2209,5.0,g,P-18321
I-2337,0.25,tsp,P-18321
I-14484,0.5,gal,P-18321
I-1553,0.1,ea,P-4326
I-1958,1.2,L,P-6150
I-1982,4.0,L,P-6150
I-2176,1.4,L,P-6150
I-2243,70.0,ml,P-6150
I-2339,8.0,g,P-6150
I-4184,70.0,ml,P-6150
I-4290,700.0,ml,P-6150
I-2919,1.0,ea,P-14352
P-3173,1.0,PORT,P-14352
P-3249,100.0,g,P-14352
P-4326,2.0,ea,P-14352
P-8099,1.0,srvg,P-14352
I-2119,5.0,L,P-8267
I-5899,10.0,ea,P-8267
I-6865,100.0,lb,P-8267
I-1553,0.4,ea,P-14411
I-1982,0.5,fl oz,P-14411
I-2919,1.0,ea,P-14411
P-8099,1.0,srvg,P-14411
I-8298,1.0,ea,P-14411
I-12351,2.0,g,P-14411
I-13956,1.0,PORT,P-14411
I-17134,1.0,piece,P-14411
I-2919,1.0,ea,P-14383
P-3237,1.0,Tbsp,P-14383
P-8099,1.0,srvg,P-14383
I-8336,80.0,g,P-14383
I-13956,1.0,PORT,P-14383
I-1871,0.5,oz,P-14372
I-2447,1.0,g,P-14372
I-8250,1.0,ea,P-14372
I-1871,0.5,oz,P-14376
I-2447,2.0,g,P-14376
I-8250,2.0,ea,P-14376
I-1871,0.5,oz,P-8099
I-1924,0.5,oz,P-8099
I-2447,1.0,g,P-8099
I-8250,1.0,ea,P-8099
I-2032,2.0,ea,P-15606
I-11233,1.0,ea,P-15606
I-15596,1.0,ea,P-15606
I-15597,1.0,ea,P-15606
I-1982,1.0,L,P-3249
I-15272,4.54,Kg,P-3249
I-12333,450.0,g,P-14403
I-1982,2.0,ml,P-14353
I-2919,1.0,ea,P-14353
I-4238,2.0,g,P-14353
P-4326,1.0,ea,P-14353
P-8099,1.0,srvg,P-14353
I-8298,2.0,ea,P-14353
I-13956,1.0,PORT,P-14353
I-1982,4.0,L,P-8018
I-8602,1.0,L,P-8018
I-2919,1.0,ea,P-14396
P-3249,25.0,g,P-14396
P-4326,1.0,ea,P-14396
I-13956,1.0,PORT,P-14396
I-14340,1.0,PORT,P-14396
I-14341,1.0,PORT,P-14396
I-14400,0.5,PORT,P-14396
I-1588,1000.0,g,P-18444
I-1841,90.0,ml,P-18444
I-1874,30.0,g,P-18444
I-1941,75.0,ml,P-18444
I-2099,100.0,g,P-18444
I-2119,90.0,ml,P-18444
I-5283,15.0,g,P-18444
I-13719,2.0,ea,P-18444
I-1927,20.0,g,P-6068
I-1958,660.0,ml,P-6068
I-2025,22.5,g,P-6068
I-2323,20.0,ml,P-6068
I-2324,25.0,g,P-6068
I-2330,0.5,oz,P-6068
I-2333,5.0,g,P-6068
I-2344,25.0,g,P-6068
I-2366,175.0,g,P-6068
I-2640,200.0,ml,P-6068
I-2958,1.25,oz,P-6068
I-3180,200.0,ml,P-6068
I-4091,22.5,g,P-6068
I-5095,3.75,g,P-6068
I-1841,360.0,ml,P-6053
I-1978,590.0,g,P-6053
I-2068,200.0,g,P-6053
I-2344,7.0,g,P-6053
I-2367,200.0,g,P-6053
I-2443,236.0,ml,P-6053
I-5283,13.0,g,P-6053
I-1553,0.35,ea,P-14430
I-2919,1.0,ea,P-14430
P-8099,1.0,srvg,P-14430
I-13956,1.0,PORT,P-14430
I-14599,30.0,g,P-14430
I-2919,1.0,ea,P-14413
P-4326,2.0,ea,P-14413
I-13706,18.0,g,P-14413
I-13785,20.0,g,P-14413
I-13956,1.0,PORT,P-14413
P-14376,1.0,PORT,P-14413
P-14403,1.0,PORT,P-14413
I-16649,12.0,g,P-14413
I-2025,60.0,g,P-5814
I-2257,25.0,g,P-5814
I-2324,75.0,g,P-5814
I-2327,10.0,g,P-5814
I-2330,25.0,g,P-5814
I-2333,40.0,g,P-5814
I-2339,100.0,g,P-5814
I-2344,20.0,g,P-5814
I-2366,400.0,g,P-5814
I-2967,35.0,g,P-5814
I-3804,10.0,g,P-5814
I-4064,10.0,g,P-5814
I-4091,70.0,g,P-5814
I-2919,1.0,ea,P-14360
I-13706,20.0,g,P-14360
I-13956,1.0,PORT,P-14360
P-14372,1.0,PORT,P-14360
I-16649,30.0,g,P-14360
I-1982,500.0,ml,P-6476
I-5008,150.0,ml,P-6476
I-2375,2.9,1 KG,P-3173
I-2640,4000.0,ml,P-3173
I-12339,1.0,PORT,P-3173
I-2119,10.0,ml,P-14354
I-2388,10.0,g,P-14354
I-2482,20.0,g,P-14354
I-2640,8.0,ml,P-14354
I-2355,2.5,Kg,P-3237
I-2367,30.0,Kg,P-3237
I-2640,30.0,L,P-3237
I-2920,38.0,L,P-3237
I-2958,226.0,g,P-3237
I-2919,1.0,ea,P-14357
I-2960,20.0,g,P-14357
I-13956,1.0,PORT,P-14357
P-14372,1.0,PORT,P-14357
I-16517,30.0,g,P-14357
I-2024,360.0,ml,P-6811
I-2119,1000.0,ml,P-6811
I-2436,80.0,ml,P-6811
I-2986,500.0,ml,P-6811
I-4091,8.0,g,P-6811
I-5796,60.0,ml,P-6811
I-2919,1.0,ea,P-14369
I-3914,5.0,g,P-14369
P-4326,1.0,ea,P-14369
I-11514,2.0,oz,P-14369
I-12353,0.5,piece,P-14369
I-13382,2.0,oz,P-14369
I-13956,1.0,PORT,P-14369
I-2919,1.0,ea,P-14355
P-8099,1.0,srvg,P-14355
I-13956,1.0,PORT,P-14355
P-14354,1.0,PORT,P-14355
I-1052,200.0,ml,R-15838
I-1096,375.0,ml,R-15838
I-1945,350.0,ml,R-15838
I-2640,3.5,L,R-15838
I-4825,200.0,ml,R-15838
I-5960,150.0,ml,R-15838
I-6203,100.0,ml,R-15838
I-9117,8.0,L,R-15838
I-13398,1.0,L,R-15838
I-15592,250.0,ml,R-15838
I-1649,3.5,fl oz,R-17987
I-1841,0.025,fl oz,R-17987
I-2640,10.0,ml,R-17987
I-14532,100.0,g,R-17987
I-15369,0.5,3 LTR,R-17987
I-1649,1.4,fl oz,R-18719
I-1841,1.0,fl oz,R-18719
I-1874,20.0,g,R-18719
I-1908,1.0,tsp,R-18719
I-1941,20.0,ml,R-18719
I-2068,25.0,g,R-18719
I-2087,0.01,BUNCH,R-18719
I-2367,7.0,g,R-18719
I-3230,0.5,g,R-18719
I-4091,1.0,g,R-18719
I-5731,70.0,g,R-18719
I-13813,0.01,LBS,R-18719
I-15369,0.3,3 LTR,R-18719
I-1869,20.0,L,R-12339
I-1963,3.0,ea,R-12339
I-2367,32.0,lb,R-12339
I-3251,3.0,oz,R-12339
I-1841,2.0,fl oz,R-16701
I-3230,1.0,mg,R-16701
I-4091,1.0,g,R-16701
I-4925,1000.0,g,R-16701
I-2066,500.0,g,R-18268
I-2117,500.0,g,R-18268
I-2119,30.0,ml,R-18268
I-2209,10.0,g,R-18268
I-2498,500.0,g,R-18268
I-3230,5.0,g,R-18268
I-12921,1.0,ea,R-18268
I-15554,500.0,g,R-18268
I-1093,375.0,ml,R-16654
I-1109,375.0,ml,R-16654
I-2640,2.0,L,R-16654
I-4697,3.0,ea,R-16654
I-4825,375.0,ml,R-16654
I-12929,2.0,L,R-16654
I-16461,375.0,ml,R-16654
I-16601,8.0,L,R-16654
I-1093,375.0,ml,R-11285
I-1109,375.0,ml,R-11285
I-2640,4.0,L,R-11285
I-7801,8.0,L,R-11285
I-13398,3.0,L,R-11285
I-15592,11.0,fl oz,R-11285
I-16461,375.0,ml,R-11285
I-1052,200.0,ml,R-11439
I-1093,375.0,ml,R-11439
I-1096,375.0,ml,R-11439
I-1109,200.0,ml,R-11439
I-2640,3.0,L,R-11439
I-9117,8.0,L,R-11439
I-13398,3.0,L,R-11439
I-15592,16.0,fl oz,R-11439
I-16461,375.0,ml,R-11439
I-1752,0.1,BUNCH,R-14506
I-1874,2.0,g,R-14506
I-1917,9.0,Tbsp,R-14506
I-2059,3.0,Tbsp,R-14506
I-2119,0.5,cup,R-14506
I-2442,9.0,Tbsp,R-14506
I-2640,6.0,Tbsp,R-14506
I-2920,6.0,Tbsp,R-14506
I-2958,10.0,g,R-14506
I-3804,1.0,g,R-14506
I-6204,0.25,mg,R-14506
I-2367,350.0,g,R-7119
I-2640,1.0,L,R-7119
I-2586,0.005,tank,R-13392
I-2640,1.0,oz,R-13392
I-1874,10.0,g,R-18317
I-1941,2.0,tsp,R-18317
I-2068,20.0,g,R-18317
I-2119,8.0,Tbsp,R-18317
I-2209,5.0,g,R-18317
I-2367,20.0,g,R-18317
I-3230,2.5,g,R-18317
I-3804,5.0,g,R-18317
I-15369,0.645,3 LTR,R-18317
I-1982,1.2,L,P-15419
I-5008,0.06,L,P-15419
I-2067,150.0,g,P-18358
I-2119,50.0,ml,P-18358
I-6243,2.0,fl oz,P-18358
I-1689,10.0,g,P-18361
I-1863,160.0,g,P-18361
I-2087,0.01,BUNCH,P-18361
I-2119,50.0,ml,P-18361
I-8667,2.0,fl oz,P-18361
I-15221,5.0,ml,P-18361
I-1689,10.0,g,R-15180
I-5265,1.0,slice,R-15180
I-5505,0.15,HEAD,R-15180
I-8722,50.0,ml,R-15180
I-13691,0.5,fl oz,R-15180
I-2375,4.0,1 KG,R-13956
I-13955,1.0,L,R-13956
I-1869,10.0,L,R-13955
I-2209,500.0,g,R-13955
I-2367,8.0,Kg,R-13955
I-1637,10.0,g,P-18296
I-1752,0.025,BUNCH,P-18296
I-1789,40.0,g,P-18296
I-1874,5.0,g,P-18296
I-1892,5.0,g,P-18296
I-1924,2.0,g,P-18296
I-2066,30.0,g,P-18296
I-2119,1.0,fl oz,P-18296
I-2262,2.0,g,P-18296
I-5941,30.0,g,P-18296
I-13719,1.0,ea,P-18296
I-14421,30.0,g,P-18296
I-14604,5.0,g,P-18296
I-14984,5.0,fl oz,P-18296
I-15477,1.0,PORT,P-18296
I-15554,30.0,g,P-18296
I-15834,5.8,oz,P-18296
I-16994,20.0,ml,P-18296
I-1752,0.2,BUNCH,R-15037
I-2119,120.0,ml,R-15037
I-2330,10.0,g,R-15037
I-2339,10.0,g,R-15037
I-5198,26.0,ml,R-15037
I-5264,350.0,ml,R-15037
I-5283,25.0,g,R-15037
I-5803,10.0,g,R-15037
I-13718,1.0,g,R-15037
I-13736,60.0,g,R-15037
I-4098,1.0,ea,R-15315
I-4130,1.0,ea,R-15315
I-7789,2.0,ea,R-15315
I-9186,1.0,ea,R-15315
I-1782,140.0,ml,P-18329
I-1783,140.0,ml,P-18329
I-4091,1.0,g,P-18329
I-15221,2.0,Tbsp,P-18329
I-1874,5.0,g,R-18272
I-2068,10.0,g,R-18272
I-3005,2.0,g,R-18272
I-3230,1.0,g,R-18272
I-4091,2.0,g,R-18272
I-5204,10.0,g,R-18272
I-13001,30.0,g,R-18272
I-13813,0.022,LBS,R-18272
I-14843,2.0,oz,R-18272
I-15736,1.0,slice,R-18272
P-18321,150.0,g,R-18272
P-18329,30.0,g,R-18272
I-18349,8.0,oz,R-18272
I-1841,10.0,ml,P-18330
I-1874,3.0,g,P-18330
I-2068,5.0,g,P-18330
I-3005,2.0,g,P-18330
I-3230,3.0,g,P-18330
I-4091,5.0,g,P-18330
I-5204,10.0,g,P-18330
I-15369,0.113,3 LTR,P-18330
I-15736,1.0,slice,P-18330
I-18051,50.0,g,P-18330
I-18268,60.0,g,P-18330
P-18336,170.0,g,P-18330
I-18348,5.0,g,P-18330
I-1660,150.0,ml,R-15427
I-8749,1.0,L,R-15427
I-1752,0.02,BUNCH,R-15426
I-4014,2.0,ea,R-15426
I-15425,1.0,PORT,R-15426
I-15427,1.0,fl oz,R-15426
I-1787,1.0,ea,R-15544
I-5204,15.0,g,R-15544
I-15409,2.0,ea,R-15544
I-15433,2.0,fl oz,R-15544
I-15514,4.0,slice,R-15544
I-2066,20.0,g,R-18675
I-2121,1.0,slice,R-18675
I-2402,30.0,g,R-18675
I-2432,1.0,ea,R-18675
I-5220,10.0,g,R-18675
P-6811,2.0,fl oz,R-18675
I-11706,1.0,ea,R-18675
I-13719,1.0,ea,R-18675
I-14978,1.0,ea,R-18675
I-2119,50.0,ml,P-15013
I-13694,2.0,fl oz,P-15013
I-17977,14.0,oz,P-15013
I-2087,0.1,BUNCH,P-18313
I-2119,50.0,ml,P-18313
I-4249,450.0,g,P-18313
I-1848,4.0,oz,P-18049
I-1924,1.0,g,P-18049
I-1971,0.25,ea,P-18049
I-1995,2.0,g,P-18049
I-2037,5.0,g,P-18049
I-2102,5.0,g,P-18049
I-2262,1.0,g,P-18049
I-14434,80.0,g,P-18049
I-15477,1.0,PORT,P-18049
I-15637,20.0,g,P-18049
I-17941,8.0,fl oz,P-18049
